MPAArating,distributor,domestic,genre,name,production_budget,release_year,series,worldwide
PG,Buena Vista,219964115,Adventure,National Treasure: Book of Secrets,N/A,2007,Series: National Treasure,457364600
PG-13,Universal,227471070,Action Thriller,The Bourne Ultimatum,$110 million,2007,Series: Bourne,442824138
PG-13,Warner Bros.,256393010,Sci-Fi Horror,I Am Legend,$150 million,2007,No,585349010
PG-13,Warner Bros.,292137260,Fantasy,Harry Potter and the Order of the Phoenix,$150 million,2007,Series: Harry Potter,940018451
PG-13,Buena Vista,309420425,Period Adventure,Pirates of the Caribbean: At World's End,$300 million,2007,Series: Pirates of the Caribbean,963420425
PG-13,Paramount (DreamWorks),319246193,Sci-Fi Action,Transformers,$150 million,2007,Series: Transformers,709709780
PG,Paramount (DreamWorks),322719944,Animation,Shrek the Third,$160 million,2007,Series: Shrek,798958162
PG-13,Sony / Columbia,336530303,Action / Adventure,Spider-Man 3,$258 million,2007,Series: Spider-Man,890871626
PG,Warner Bros.,28142535,Animation,The Ant Bully,$50 million,2006,No,55181129
PG,Fox,28426747,Family Comedy,Garfield: A Tail of Two Kitties,N/A,2006,No,141702264
PG-13,Lionsgate,28444855,Comedy,Employee of the Month,$12 million,2006,No,38368909
R,Universal,31483450,Drama / Thriller,United 93,$15 million,2006,No,76286096
R,Paramount (DreamWorks),33602376,War,Flags of Our Fathers,$90 million,2006,No,65900249
PG-13,Paramount (DreamWorks),33741133,Comedy,She's the Man,$20 million,2006,No,57194667
R,New Line,34020814,Horror Thriller,Snakes on a Plane,$33 million,2006,No,62022014
R,Paramount Vantage,34302837,Drama,Babel,N/A,2006,No,135330182
PG-13,New Line,34742066,Music Drama,Take the Lead,N/A,2006,No,65742529
PG,Fox,35093569,Comedy,Deck the Halls,N/A,2006,No,47231070
R,Universal,35552383,Sci-Fi Thriller,Children of Men,$76 million,2006,No,69959751
PG-13,Fox,36280697,Action Thriller,The Sentinel,N/A,2006,No,78084827
PG-13,Universal,36323505,Comedy,Accepted,$23 million,2006,No,38505009
PG-13,Warner Bros.,36895141,Action Thriller,16 Blocks,N/A,2006,No,65664721
PG-13,Universal,37327390,Comedy,Man of the Year,N/A,2006,No,41237648
G,Buena Vista,37384046,Animation,The Wild,$80 million,2006,No,102338515
PG,New Line,37629831,Period Drama,The Nativity Story,$35 million,2006,No,46432264
R,Picturehouse,37634615,Foreign / Horror,Pan's Labyrinth,$19 million,2006,No,83258226
PG-13,Paramount,38399961,Comedy / Drama,Last Holiday,$45 million,2006,No,43343248
PG-13,Sony / Columbia,38432823,Sports Drama,Gridiron Gang,$30 million,2006,No,41480851
PG-13,Sony / Columbia,39143839,Horror,The Grudge 2,$20 million,2006,No,70711175
R,New Line,39517763,Horror,The Texas Chainsaw Massacre: The Beginning,$16 million,2006,Series: Texas Chainsaw Massacre,51764406
PG-13,Yari Film Group,39868642,Period Drama,The Illusionist,$16.5 million,2006,No,87892388
PG-13,Sony / Columbia,40660952,Fantasy Comedy,Stranger Than Fiction,$30 million,2006,No,53653224
PG-13,Fox,41011711,Comedy,John Tucker Must Die,$18 million,2006,No,68824526
R,Fox Searchlight,41778863,Horror,The Hills Have Eyes,$15 million,2006,No,69623713
PG-13,Warner Bros.,42285169,Fantasy Drama,Lady in the Water,$70 million,2006,No,72785169
PG,Buena Vista,42647449,Sports Drama,Glory Road,N/A,2006,No,42938449
PG,Warner Bros.,43545364,Sports Drama,We Are Marshall,N/A,2006,No,43545364
G,Warner Bros.,46398619,IMAX,Deep Sea 3D (IMAX),N/A,2006,No,97877336
R,Sony / Columbia,46982632,Horror,Silent Hill,$50 million,2006,No,97607453
PG,Universal,47144110,Family,Nanny McPhee,$25 million,2006,No,122489822
R,Lions Gate,47326473,Horror,Hostel,$4.8 million,2006,No,80578934
PG-13,Sony / Screen Gems,47860214,Horror Thriller,When a Stranger Calls,$15 million,2006,No,66966987
PG-13,Fox,48548426,Romantic Comedy,Date Movie,$20 million,2006,No,84795656
PG-13,Warner Bros.,48751189,Thriller,Firewall,N/A,2006,No,82751189
R,Buena Vista,50866635,Period Adventure,Apocalypto,$40 million,2006,No,120654337
PG,Warner Bros.,52330111,Romance,The Lake House,$40 million,2006,No,114830111
PG-13,Buena Vista,53089891,Fantasy Drama,The Prestige,$40 million,2006,No,109676311
R,New Line,54098051,Horror,Final Destination 3,$25 million,2006,Series: Final Destination,117719158
R,Fox,54607383,Horror,The Omen (2006),$25 million,2006,Series: The Omen,119496523
PG-13,Buena Vista,55011732,Action Drama,The Guardian,N/A,2006,No,94973540
PG-13,Miramax,56441711,Historical Drama,The Queen,N/A,2006,No,123384128
R,Warner Bros.,57377916,Adventure,Blood Diamond,$100 million,2006,No,171720398
PG,Buena Vista,57806952,Sports Drama,Invincible,N/A,2006,No,58480828
G,Universal,58360760,Animation,Curious George,$50 million,2006,No,69834815
PG-13,Sony (Revolution),58645052,Comedy,Little Man,$64 million,2006,No,101595121
PG-13,Sony (Revolution),59843754,Sports Comedy,The Benchwarmers,$33 million,2006,No,64957291
R,Fox Searchlight,59891098,Comedy,Little Miss Sunshine,$8 million,2006,No,100523181
R,Universal,59952835,Action Thriller,The Good Shepherd,N/A,2006,No,99480480
PG-13,Warner Bros.,60674817,Action Drama,Poseidon,$160 million,2006,No,181674817
PG,Buena Vista,61123569,Family Comedy,The Shaggy Dog,N/A,2006,No,87134280
R,Sony / Screen Gems,62318875,Action Horror,Underworld: Evolution,N/A,2006,Series: Underworld,111340801
PG-13,Universal,62514415,Action / Crime,The Fast and the Furious: Tokyo Drift,N/A,2006,Series: The Fast and the Furious,158468292
PG-13,Sony / Columbia,63224849,Romantic Comedy,The Holiday,$85 million,2006,No,205135324
PG-13,Lionsgate,63257940,Comedy,Tyler Perry's Madea's Family Reunion,$6 million,2006,Series: Madea,63308879
R,Universal,63450470,Action / Crime,Miami Vice,$135 million,2006,No,163794509
PG-13,Buena Vista,64038616,Romantic Thriller,Deja Vu,$75 million,2006,No,180557550
PG,Paramount (DreamWorks),64665672,Animation,Flushed Away,$149 million,2006,No,178120010
PG-13,Buena Vista,65328121,Music Drama,Step Up,$12 million,2006,Series: Step Up,114194847
PG-13,Fox,70165972,Action Comedy,Big Momma's House 2,$40 million,2006,Series: Big Momma,138259062
PG,MGM,70270943,Sports Drama,Rocky Balboa,$24 million,2006,Series: Rocky,155721132
PG-13,Paramount,70278893,Drama / Thriller,World Trade Center,$65 million,2006,No,162970240
R,Warner Bros.,70511035,Action Thriller,V for Vendetta,$54 million,2006,No,132511035
PG,Sony / Columbia,71726025,Family Comedy,RV,$50 million,2006,No,87528173
PG,Paramount,72637803,Animation,Barnyard: The Original Party Animals,$51 million,2006,No,116476887
R,Paramount,72778712,Comedy,Jackass: Number Two,$11.5 million,2006,Series: Jackass,84618532
PG,Sony / Columbia,73661010,Family Adventure,Monster House,$75 million,2006,No,140175006
PG,Fox,75030163,Fantasy,Eragon,$100 million,2006,No,249488115
PG-13,Universal,75628110,Comedy,"You, Me and Dupree",$54 million,2006,No,130431368
PG,Paramount,80197993,Sports Comedy,Nacho Libre,$35 million,2006,No,99255460
R,Lionsgate,80238724,Horror,Saw III,$10 million,2006,Series: Saw,164874275
PG,Buena Vista,81612565,Adventure,Eight Below,$40 million,2006,No,120455994
PG,Sony / Columbia,82226474,Comedy,The Pink Panther (2006),$80 million,2006,Series: The Pink Panther,158851357
G,Paramount,82985708,Family,Charlotte's Web (2006),$85 million,2006,No,144877632
G,Buena Vista,84500122,Family Comedy,The Santa Clause 3: The Escape Clause,N/A,2006,Series: The Santa Clause,110768122
PG,Sony / Columbia,85105259,Animation,Open Season,$85 million,2006,No,197309027
R,Universal,88513495,Crime Thriller,Inside Man,$45 million,2006,No,184376254
PG-13,Paramount,88715192,Romantic Comedy,Failure to Launch,$50 million,2006,No,128406887
PG-13,Weinstein / Dimension,90710620,Horror Comedy,Scary Movie 4,$45 million,2006,Series: Scary Movie,178262620
PG-13,Paramount (DreamWorks),103365956,Musical,Dreamgirls,N/A,2006,No,154937680
PG-13,Universal,118703275,Romantic Comedy,The Break-Up,$52 million,2006,No,204999686
PG-13,Fox,124740460,Comedy,The Devil Wears Prada,$35 million,2006,No,326551094
R,Fox,128505958,Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,$18 million,2006,No,261572744
R,Warner Bros.,132384315,Crime Drama,The Departed,$90 million,2006,No,291465034
PG-13,Paramount,134029801,Action,Mission: Impossible III,$150 million,2006,Series: Mission: Impossible,397850012
PG-13,Sony (Revolution),137355633,Fantasy Comedy,Click,$82.5 million,2006,No,237681299
PG-13,Sony / Columbia,148213377,Sports Comedy,Talladega Nights: The Ballad of Ricky Bobby,$72.5 million,2006,No,162966177
PG,Paramount (DreamWorks),155019340,Animation,Over the Hedge,N/A,2006,No,336002996
PG-13,Sony / Columbia,163566459,Drama,The Pursuit of Happyness,$55 million,2006,No,307077295
PG-13,Sony / Columbia,167445960,Action,Casino Royale,$150 million,2006,Series: James Bond,599045960
PG,Fox,195330621,Animation,Ice Age: The Meltdown,$80 million,2006,Series: Ice Age,660940780
PG,Warner Bros.,198000317,Animation,Happy Feet,$100 million,2006,No,384335608
PG-13,Warner Bros.,200081192,Action / Adventure,Superman Returns,$270 million,2006,Series: Superman,391081192
PG-13,Sony / Columbia,217536138,Thriller,The Da Vinci Code,$125 million,2006,Series: Robert Langdon,758239851
PG-13,Fox,234362462,Action / Adventure,X-Men: The Last Stand,$210 million,2006,Series: X-Men,459359555
G,Buena Vista,244082982,Animation,Cars,$120 million,2006,Series: Cars,462216280
PG,Fox,250863268,Family Adventure,Night at the Museum,N/A,2006,Series: Night at the Museum,574480841
PG-13,Buena Vista,423315812,Period Adventure,Pirates of the Caribbean: Dead Man's Chest,$225 million,2006,Series: Pirates of the Caribbean,1066179725
PG-13,Paramount,25874337,Sci-Fi Action,Aeon Flux,$62 million,2005,No,52304001
PG,Paramount,26850426,Comedy / Drama,Elizabethtown,$45 million,2005,No,52034889
PG-13,Sony (Revolution),26873932,Action Thriller,XXX: State of the Union,N/A,2005,Series: xXx Trilogy,71022693
R,Universal,28212337,Sci-Fi Horror,Doom,$60 million,2005,No,55987321
R,Sony Classics,28750530,Drama,Capote,$7 million,2005,No,49233161
PG-13,Sony (Revolution),29077547,Musical,Rent,$40 million,2005,No,31670620
PG,Sony / Columbia,29258869,Family Adventure,Zathura,$65 million,2005,No,64321501
PG-13,Sony (Revolution),29550869,Horror,The Fog (2005),$18 million,2005,No,46201432
R,Paramount,30985352,Music Drama,Get Rich or Die Tryin',$40 million,2005,No,46442528
R,New Line,31504633,Crime Drama,A History of Violence,$32 million,2005,No,60740827
PG,Warner Independent,31558003,Period Drama,"Good Night, and Good Luck.",$7 million,2005,No,54641191
PG-13,Universal,31726995,Romantic Comedy,The Wedding Date,$15 million,2005,No,47175038
R,Warner Bros.,32064800,Horror,House of Wax,$40 million,2005,No,68766121
PG-13,Sony / Columbia,32116746,Action,Stealth,$135 million,2005,No,76932872
PG-13,New Line,32619671,Romantic Comedy,Just Friends,N/A,2005,No,50912434
PG,Fox,32647042,Family,Because of Winn-Dixie,$14 million,2005,No,33589427
PG,DreamWorks,32751093,Family,Dreamer: Inspired by a True Story,$32 million,2005,No,38741732
PG-13,Paramount,32868349,Sports Comedy,Bad News Bears,$35 million,2005,Series: The Bad News Bears,34252847
PG-13,Fox,32880591,Comedy / Drama,In Her Shoes,N/A,2005,No,83073883
R,Focus Features,33579797,Thriller,The Constant Gardener,$25 million,2005,No,82466670
Unrated,IMAX,34137524,IMAX,Magnificent Desolation (IMAX),N/A,2005,No,40339402
R,Miramax,34639939,Action Thriller,Hostage,N/A,2005,No,77944725
PG-13,Fox Searchlight,35428675,Comedy,The Ringer,N/A,2005,No,40442437
PG-13,DreamWorks,35818913,Sci-Fi Action,The Island,$126 million,2005,No,162949164
R,Weinstein Company,36024076,Thriller,Derailed,$22 million,2005,No,57479076
PG-13,MGM,36351350,Comedy,Beauty Shop,N/A,2005,Series: Barbershop,37245453
PG-13,Dimension Films,37916267,Adventure Comedy,The Brothers Grimm,$88 million,2005,No,105316267
PG,Focus Features,38405088,Period Comedy,Pride and Prejudice,N/A,2005,No,121147947
PG,Warner Bros.,39053061,Comedy / Drama,The Sisterhood of the Traveling Pants,$25 million,2005,No,42013878
PG,Dimension Films,39177684,Family Adventure,The Adventures of Sharkboy and Lavagirl in 3D,N/A,2005,No,69425966
PG-13,Fox,42071069,Romantic Comedy,Fever Pitch,$30 million,2005,No,50451307
PG-13,Warner Bros.,43000262,Romantic Comedy,Rumor Has It,N/A,2005,No,88933562
PG-13,Fox,43095856,Action,Transporter 2,$32 million,2005,Series: Transporter,85167639
PG-13,Warner Bros.,43894863,Romantic Comedy,Must Love Dogs,$30 million,2005,No,58405313
PG,Sony / Columbia,46464023,Period Adventure,The Legend of Zorro,$75 million,2005,No,142400065
PG-13,Sony / Screen Gems,46752382,Horror,Boogeyman,$20 million,2005,No,67192859
R,Fox,47398413,Historical Epic,Kingdom of Heaven,$130 million,2005,No,211652051
R,Universal,47403685,Drama / Thriller,Munich,$70 million,2005,No,130358911
PG-13,Universal,47907715,Horror,The Skeleton Key,$43 million,2005,No,91974818
PG-13,DreamWorks,48318130,Romantic Comedy,Just Like Heaven,$58 million,2005,No,102854431
PG-13,Warner Bros.,48478006,Action Comedy,Miss Congeniality 2: Armed and Fabulous,N/A,2005,No,101393569
PG,Warner Bros.,49772522,Family Adventure,Racing Stripes,N/A,2005,No,90754475
PG-13,Lions Gate,50633099,Comedy / Drama,Tyler Perry's Diary of a Mad Black Woman,$5.5 million,2005,Series: Madea,50652203
R,Warner Bros.,50824620,Drama / Thriller,Syriana,$50 million,2005,No,93974620
PG,Buena Vista,51085416,Sci-Fi Comedy,The Hitchhiker's Guide to the Galaxy,$50 million,2005,No,104478416
R,Fox,51100486,Thriller,Hide and Seek,N/A,2005,No,122650962
PG,Weinstein Company,51386611,Animation,Hoodwinked,N/A,2005,No,110013167
PG,Universal,52842724,Sports Comedy,Kicking and Screaming,$45 million,2005,No,56070433
PG,Warner Bros.,53359111,Animation,Tim Burton's Corpse Bride,N/A,2005,No,117195061
PG,Paramount,53412862,Family Comedy,"Yours, Mine and Ours",$45 million,2005,No,72028752
R,Lions Gate,54580300,Drama,Crash,$6.5 million,2005,No,98410061
PG-13,MGM,56046979,Crime Comedy,Be Cool,$53 million,2005,No,95226116
G,DreamWorks,56110897,Animation,Wallace and Gromit: The Curse of the Were-Rabbit,$30 million,2005,No,192610372
PG-13,Universal,56386759,Horror,White Noise,N/A,2005,No,91196419
PG-13,Sony / Columbia,57490508,Period Drama,Memoirs of a Geisha,$85 million,2005,No,162242962
PG-13,DreamWorks,57891803,Thriller,Red Eye,$26 million,2005,No,95577774
PG-13,Fox,60062868,Romantic Comedy,The Family Stone,$18 million,2005,No,92283851
PG-13,Universal,61649911,Sports Drama,Cinderella Man,$88 million,2005,No,108539911
R,Universal,62658220,War Drama,Jarhead,$72 million,2005,No,96889998
PG-13,Sony / Columbia,63313159,Romantic Comedy,Bewitched,$85 million,2005,No,131426169
PG,Buena Vista,63946815,Family Adventure,Sky High,$35 million,2005,No,86369815
R,MGM,65233369,Horror,The Amityville Horror (2005),$19 million,2005,Series: Amityville,108047131
G,Buena Vista,66023816,Family Comedy,Herbie: Fully Loaded,$50 million,2005,Series: Herbie the Love Bug,144146816
PG-13,Paramount,67264877,Sports Drama,Coach Carter,$30 million,2005,No,76669806
PG-13,Paramount,68671925,Adventure,Sahara,$130 million,2005,No,119269486
PG-13,Sony / Columbia,68915888,Comedy,Guess Who,N/A,2005,No,101866030
PG-13,Universal,72708161,Thriller,The Interpreter,$80 million,2005,No,162944923
R,Dimension Films,74103820,Crime,Sin City,$40 million,2005,Series: Sin City,158753820
R,Paramount,74494381,Action / Crime,Four Brothers,$45 million,2005,No,92374674
PG-13,Sony / Screen Gems,75072454,Horror,The Exorcism of Emily Rose,$19 million,2005,No,144216468
R,Warner Bros.,75976178,Horror,Constantine,$100 million,2005,No,230884728
PG-13,DreamWorks,76231249,Horror,The Ring Two,N/A,2005,Series: The Ring,161451538
G,Warner Independent,77437223,Documentary,March of the Penguins,N/A,2005,No,127392693
PG-13,Warner Bros.,80270227,Action Comedy,The Dukes of Hazzard,$50 million,2005,No,111069515
PG,Fox,82571173,Family Comedy,Cheaper by the Dozen 2,N/A,2005,No,129181830
PG,Sony (Revolution),82674398,Family Comedy,Are We There Yet?,$32 million,2005,No,97918663
PG-13,New Line,82931301,Comedy,Monster-in-Law,$43 million,2005,No,154749918
R,Focus Features,83043761,Western,Brokeback Mountain,$14 million,2005,No,178062759
R,Lions Gate,87039965,Horror,Saw II,$4 million,2005,Series: Saw,147748505
PG-13,Buena Vista,89707299,Thriller,Flightplan,N/A,2005,No,223387299
R,Universal,109449237,Comedy,The 40-Year-Old Virgin,$26 million,2005,No,177378645
PG-13,Sony / Columbia,110332737,Crime Comedy,Fun with Dick and Jane,$100 million,2005,No,202026112
PG,Buena Vista,113086868,Family Comedy,The Pacifier,$56 million,2005,No,198636868
PG-13,Fox,119519402,Music Drama,Walk the Line,$28 million,2005,No,186438883
PG,Fox,128200012,Animation,Robots,$75 million,2005,No,260718330
G,Buena Vista,135386665,Animation,Chicken Little,$150 million,2005,No,314432837
PG-13,Fox,154696080,Action / Adventure,Fantastic Four (2005),$100 million,2005,Series: Fantastic Four,330579719
PG-13,Paramount,158119460,Sports Comedy,The Longest Yard,$82 million,2005,No,190320568
PG-13,Sony / Columbia,179495555,Romantic Comedy,Hitch,$70 million,2005,No,368100420
PG-13,Fox,186336279,Action Comedy,Mr. & Mrs. Smith,$110 million,2005,No,478207520
PG,DreamWorks,193595521,Animation,Madagascar,N/A,2005,Series: Madagascar,532680671
PG-13,Warner Bros.,206852432,Action / Adventure,Batman Begins,$150 million,2005,Series: Batman,374218673
PG,Warner Bros.,206459076,Family Adventure,Charlie and the Chocolate Factory,$150 million,2005,No,474968763
R,New Line,209255921,Comedy,Wedding Crashers,$40 million,2005,No,285176741
PG-13,Universal,218080025,Period Adventure,King Kong,$207 million,2005,Series: King Kong,550517357
PG-13,Paramount,234280354,Sci-Fi Horror,War of the Worlds,$132 million,2005,No,591745540
PG-13,Warner Bros.,290201752,Fantasy,Harry Potter and the Goblet of Fire,$150 million,2005,Series: Harry Potter,897099794
PG,Buena Vista,291710957,Fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",$180 million,2005,Series: The Chronicles of Narnia,745013115
PG-13,Fox,380270577,Sci-Fi Fantasy,Star Wars: Episode III - Revenge of the Sith,$113 million,2005,Series: Star Wars,848754768
PG-13,United Artists,23530892,Drama,Hotel Rwanda,N/A,2004,No,33882243
PG,MGM,23630159,Family Adventure,Agent Cody Banks 2: Destination London,$26 million,2004,No,28818995
PG,Buena Vista,24008137,Family Adventure,Around the World in 80 Days,$110 million,2004,No,72178895
R,Buena Vista,24020403,Adventure Comedy,The Life Aquatic with Steve Zissou,$50 million,2004,No,34808403
R,Paramount,25198598,Thriller,Twisted,$50 million,2004,No,40954603
PG-13,Miramax,25268157,Comedy / Drama,Jersey Girl,$35 million,2004,No,36098382
R,Fox Searchlight,26782316,Comedy / Drama,Garden State,$2.5 million,2004,No,35825316
PG,Paramount,28176497,Romantic Comedy,The Prince and Me,$22 million,2004,No,37666766
PG-13,New Line,28331233,Romantic Thriller,After the Sunset,$60 million,2004,No,61347797
PG,Buena Vista,29331068,Family Comedy,Confessions of a Teenage Drama Queen,N/A,2004,No,33051296
R,Lions Gate,30610863,Horror,Open Water,"$500,000",2004,No,54667954
PG-13,Fox Searchlight,31203964,Comedy,Johnson Family Vacation,$12 million,2004,No,31462753
PG-13,New Line,32003620,Thriller,Cellular,$25 million,2004,No,56422687
PG-13,Sony / Screen Gems,32238923,Horror,Anacondas: The Hunt for the Blood Orchid,$20 million,2004,No,70992898
R,Warner Bros.,32682342,Thriller,Taking Lives,$45 million,2004,No,65470529
R,Paramount,32786074,Comedy,Team America: World Police,$32 million,2004,No,50907422
R,Lions Gate,33810189,Action / Crime,The Punisher,$33 million,2004,No,54700105
R,Sony / Columbia,33987757,Romance,Closer,$27 million,2004,No,115505027
R,Warner Bros.,34297191,Historical Epic,Alexander,$155 million,2004,No,167298192
R,Focus Features,34400301,Sci-Fi Comedy,Eternal Sunshine of the Spotless Mind,$20 million,2004,No,72258126
PG-13,Fox,36611066,Action Comedy,Taxi,$25 million,2004,No,68895435
PG-13,Buena Vista,37486512,Comedy,Raising Helen,N/A,2004,No,49718611
PG,Paramount,37762677,Sci-Fi Adventure,Sky Captain and the World of Tomorrow,$70 million,2004,No,57958696
R,Buena Vista,39799191,Crime Comedy,The Ladykillers,$35 million,2004,No,76747441
PG-13,Warner Bros.,40202379,Action / Adventure,Catwoman,$100 million,2004,No,82102379
R,Universal,40226215,Romantic Comedy,Bridget Jones: The Edge of Reason,$40 million,2004,Series: Bridget Jones's Trilogy,262520724
PG-13,Sony / Screen Gems,40363810,Music Drama,You Got Served,$8 million,2004,No,48631561
R,Warner Bros.,41821986,Period Horror,Exorcist: The Beginning,$80 million,2004,Series: The Exorcist,78000586
PG-13,Sony / Columbia,42726869,Comedy / Drama,Spanglish,$80 million,2004,No,55041367
PG,Fox Searchlight,44540956,Comedy,Napoleon Dynamite,"$400,000",2004,No,46118097
PG-13,Universal,45806659,Comedy / Drama,In Good Company,N/A,2004,No,61315215
PG-13,MGM,46437717,Action,Walking Tall,$46 million,2004,No,57223890
PG-13,Sony / Columbia,48022900,Thriller,Secret Window,$40 million,2004,No,92913171
PG,Fox,48116322,Family Comedy,Fat Albert,N/A,2004,No,48551322
PG,Buena Vista,50030461,Animation,Home on the Range,$110 million,2004,No,103951461
R,Sony / Screen Gems,51201453,Action Horror,Resident Evil: Apocalypse,$45 million,2004,Series: Resident Evil,129342769
PG-13,Warner Bros.,51268815,Musical,The Phantom of the Opera,$70 million,2004,No,154648887
PG,Warner Bros.,51438175,Family Comedy,A Cinderella Story,$19 million,2004,No,70067909
PG,Miramax,51680613,Period Drama,Finding Neverland,$25 million,2004,No,116766556
PG-13,Buena Vista,51882244,Period Adventure,King Arthur,$120 million,2004,No,203567857
R,New Line,52411906,Action Horror,Blade: Trinity,$65 million,2004,Series: Blade,128905366
PG-13,Miramax,53710019,Foreign / Action,Hero,$31 million,2004,No,177394432
R,Lions Gate,56000369,Horror,Saw,$1.2 million,2004,Series: Saw,103911669
PG-13,Sony (Revolution),57231747,Fantasy Comedy,13 Going on 30,$37 million,2004,No,96455697
PG-13,Universal,57761012,Sci-Fi Fantasy,The Chronicles of Riddick,$105 million,2004,Series: Riddick,115772733
PG-13,Miramax,57890460,Music Drama,Shall We Dance,$50 million,2004,No,170128460
R,New Line,57938693,Sci-Fi Thriller,The Butterfly Effect,$13 million,2004,No,96060858
PG-13,Paramount,58169327,Comedy,Without a Paddle,$19 million,2004,No,69631118
R,Universal,59020957,Horror,Dawn of the Dead,$26 million,2004,No,102356381
PG-13,Paramount,59484742,Sci-Fi Comedy,The Stepford Wives,$90 million,2004,No,102001626
PG-13,Sony (Revolution),59623958,Action Horror,Hellboy,$66 million,2004,Series: Hellboy,99318987
PG-13,Universal,61255921,Sports Drama,Friday Night Lights,$30 million,2004,No,61950770
PG,Buena Vista,64378093,Sports Drama,Miracle,N/A,2004,No,64445708
PG-13,MGM,65111277,Comedy,Barbershop 2: Back in Business,$30 million,2004,Series: Barbershop,65971313
R,Paramount,65955630,Thriller,The Manchurian Candidate,$80 million,2004,No,96105964
R,Miramax,66208183,Action,Kill Bill Vol. 2,$30 million,2004,No,152159461
PG-13,Sony (Revolution),67133509,Sci-Fi Thriller,The Forgotten,$42 million,2004,No,117592831
PG-13,Buena Vista,67303450,Period Adventure,Hidalgo,$100 million,2004,No,108103450
PG-13,Sony / Columbia,70831760,Comedy,White Chicks,$37 million,2004,No,113086475
R,Fox Searchlight,71503593,Comedy,Sideways,$16 million,2004,No,109706931
PG,Sony (Revolution),73780539,Family Comedy,Christmas with the Kranks,$60 million,2004,No,96572480
PG-13,Buena Vista,74541707,Action Drama,Ladder 49,N/A,2004,No,100572044
PG-13,Universal,75331600,Music Drama,Ray,$40 million,2004,No,124731534
PG,Fox,75369589,Family Comedy,Garfield: The Movie,$50 million,2004,No,200804534
PG-13,DreamWorks,77872883,Comedy / Drama,The Terminal,$60 million,2004,No,219417255
R,Fox,77911774,Action Drama,Man on Fire,$70 million,2004,No,130293714
PG-13,Fox,80282231,Sci-Fi Horror,Alien Vs. Predator,$60 million,2004,Series: Alien,172544654
PG-13,New Line,81001787,Romance,The Notebook,$29 million,2004,No,115603229
PG,Warner Bros.,84216833,Family Adventure,Scooby-Doo 2: Monsters Unleashed,N/A,2004,Series: Scooby-Doo,181466833
PG-13,DreamWorks,85288303,Comedy,Anchorman: The Legend of Ron Burgundy,$26 million,2004,No,90574188
PG,Paramount,85417988,Animation,The SpongeBob SquarePants Movie,$30 million,2004,Series: SpongeBob,140161792
PG-13,Paramount,86058055,Comedy,Mean Girls,$17 million,2004,No,129042871
PG-13,Universal,88097164,Romantic Comedy,Along Came Polly,$42 million,2004,No,171963386
PG-13,Warner Bros.,88237754,Action Comedy,Starsky and Hutch,$60 million,2004,No,170268750
G,Buena Vista,95170481,Family Comedy,The Princess Diaries 2: Royal Engagement,$40 million,2004,No,134734481
PG-13,Warner Bros.,100492203,Sports Drama,Million Dollar Baby,$30 million,2004,No,216763646
R,DreamWorks,101005703,Crime,Collateral,$65 million,2004,No,217764291
PG-13,Miramax,102610330,Period Drama,The Aviator,$110 million,2004,No,213741459
PG-13,Sony / Columbia,110359362,Horror,The Grudge,$10 million,2004,No,187281115
PG-13,Buena Vista,114197520,Period Horror,The Village,$60 million,2004,No,256697520
PG-13,Fox,114326736,Sports Comedy,DodgeBall: A True Underdog Story,$20 million,2004,No,167722310
PG,Paramount,118634549,Family Adventure,Lemony Snicket's A Series of Unfortunate Events,$140 million,2004,No,209073645
R,Lions Gate,119194771,Documentary,Fahrenheit 9/11,$6 million,2004,No,222446882
PG-13,Universal,120177084,Period Horror,Van Helsing,$160 million,2004,No,300257475
PG-13,Sony / Columbia,120908074,Romantic Comedy,50 First Dates,$75 million,2004,No,196482882
PG-13,Warner Bros.,125544280,Crime Comedy,Ocean's Twelve,$110 million,2004,Series: Ocean's 11,362744280
R,Warner Bros.,133378256,Historical Epic,Troy,$175 million,2004,No,497409852
PG-13,Fox,144801023,Sci-Fi Thriller,"I, Robot",$120 million,2004,No,347234916
PG,DreamWorks,160861908,Animation,Shark Tale,$75 million,2004,No,367275019
G,Warner Bros.,187224490,Animation,The Polar Express,$165 million,2004,No,311365072
PG,Buena Vista,173008894,Adventure,National Treasure,$100 million,2004,Series: National Treasure,347512318
PG-13,Universal,176241941,Action Thriller,The Bourne Supremacy,$75 million,2004,Series: Bourne,288500217
PG-13,Fox,186740799,Action Drama,The Day After Tomorrow,$125 million,2004,No,544272402
PG,Warner Bros.,249759843,Fantasy,Harry Potter and the Prisoner of Azkaban,$130 million,2004,Series: Harry Potter,796907323
PG,Buena Vista,261441092,Animation,The Incredibles,$92 million,2004,Series: The Incredibles,633019734
PG-13,Universal,279261160,Comedy,Meet the Fockers,$80 million,2004,Series: Fockers,516642939
R,Newmarket,370782930,Historical Drama,The Passion of the Christ,$30 million,2004,No,611899420
PG-13,Sony / Columbia,373585825,Action / Adventure,Spider-Man 2,$200 million,2004,Series: Spider-Man,783766341
PG,DreamWorks,441226247,Animation,Shrek 2,$150 million,2004,Series: Shrek,919838758
PG,DreamWorks,26483452,Animation,Sinbad: Legend of the Seven Seas,$60 million,2003,No,80767884
R,New Line,26736098,Action,A Man Apart,$36 million,2003,No,44350926
