MPAArating,distributor,domestic,genre,name,production_budget,release_year,series,worldwide
R,Universal,23591043,Concert,Kevin Hart: What Now?,$9.9 million,2016,No,ank
R,Focus Features,21198205,Drama,Phantom Thread,N/A,2017,No,47756590
R,Paramount,21704844,Horror,Overlord,$38 million,2018,No,41657844
PG-13,ArtAffects,1323580,Drama,The Other Side of Heaven 2: Fire of Faith,N/A,2019,No,ank
PG,Warner Bros.,4484991,Unknown,Honky Tonk Man,N/A,1982,No,ank
PG,Columbia,5310748,Unknown,The Dresser,N/A,1983,No,ank
PG-13,Columbia,6551987,Unknown,The Razor's Edge,N/A,1984,No,ank
R,Cannon Films,7683620,Action Thriller,Runaway Train,N/A,1985,No,ank
R,TriStar,5844868,Unknown,The Hitcher,N/A,1986,No,5844868
G,Samuel Goldwyn,6804312,Animation,The Chipmunk Adventure,N/A,1987,Series: Alvin and the Chipmunks,ank
R,Fox,8038508,Unknown,Dead Ringers,N/A,1988,No,ank
PG,Columbia,44824144,Unknown,Lawrence of Arabia (re-issue) (1989),N/A,1989,No,ank
R,Paramount,10005969,Crime Thriller,The Two Jakes,N/A,1990,No,ank
R,Columbia,9151887,Action,Stone Cold,N/A,1991,No,ank
PG,MGM,8669847,Comedy,Once Upon a Crime,N/A,1992,No,ank
PG-13,Paramount,8442162,Animation,Bebe's Kids,N/A,1992,No,ank
R,Warner Bros.,9011574,Crime Thriller,White Sands,N/A,1992,No,ank
R,Columbia,9223441,Sports Drama,Gladiator (1992),N/A,1992,No,ank
PG-13,TriStar,9493259,Period Drama,Chaplin,N/A,1992,No,
R,TriStar,10555619,Romantic Comedy,Husbands and Wives,N/A,1992,No,ank
R,New Line,10725228,Drama,Glengarry Glen Ross,N/A,1992,No,ank
PG,Warner Bros.,10736401,Fantasy Comedy,Stay Tuned,N/A,1992,No,ank
R,Paramount,11124511,Thriller,Whispers in the Dark,N/A,1992,No,ank
R,Paramount,11390479,Thriller,Jennifer 8,N/A,1992,No,ank
G,Samuel Goldwyn,11657385,Animation,Rock-A-Doodle,N/A,1992,No,ank
PG-13,Buena Vista,12282994,Thriller,A Stranger Among Us,N/A,1992,No,ank
R,Miramax,12534961,Horror,Hellraiser III: Hell on Earth,N/A,1992,Series: Hellraiser,ank
R,Universal,13086430,Crime Drama,American Me,N/A,1992,No,ank
PG,Miramax,13200170,Period Comedy,Enchanted April,N/A,1992,No,ank
R,Universal,13249535,Action / Crime,Trespass,N/A,1992,No,ank
PG-13,Warner Bros.,13272113,Comedy,Class Act,N/A,1992,No,ank
G,Buena Vista,38625550,Animation,The Great Mouse Detective (re-issue),N/A,1992,No,ank
R,Columbia,13351357,Comedy / Drama,Mr. Saturday Night,N/A,1992,No,ank
PG-13,Paramount,14110589,Fantasy Comedy,Cool World,N/A,1992,No,ank
R,Fox,14356479,Action,Rapid Fire,N/A,1992,No,ank
PG-13,Warner Bros.,14358033,Sci-Fi Comedy,Memoirs of an Invisible Man,N/A,1992,No,ank
PG-13,TriStar,14683921,Drama,City of Joy,N/A,1992,No,ank
PG-13,Paramount,14715067,Drama,School Ties,N/A,1992,No,
PG-13,Paramount,14796494,Sports Comedy,Ladybugs,N/A,1992,No,ank
PG,Warner Bros.,15164458,Music Drama,Pure Country,N/A,1992,No,ank
PG-13,Fox,16624456,Horror Comedy,Buffy the Vampire Slayer,N/A,1992,No,ank
R,New Line,16639799,Crime Drama,Deep Cover,N/A,1992,No,ank
R,Paramount,17092453,Horror,Pet Sematary II,N/A,1992,No,ank
R,Warner Bros.,17129026,Sci-Fi Thriller,Freejack,N/A,1992,No,ank
PG,Universal,17530973,Sports Drama,The Babe,N/A,1992,No,19930973
PG-13,Fox,17957265,Comedy / Drama,Used People,N/A,1992,No,
PG-13,Warner Bros.,18471850,Romantic Comedy,Singles,N/A,1992,No,ank
G,Buena Vista,84254167,Animation,Pinocchio (Re-issue) (1992),N/A,1992,No,121892045
PG-13,Columbia,19507345,Comedy,Hero,N/A,1992,No,ank
PG-13,Fox,20006730,Fantasy Comedy,Prelude to a Kiss,N/A,1992,No,22697691
R,Paramount,20146880,Crime Drama,Juice,N/A,1992,No,ank
PG-13,Universal,20883046,Sports Comedy,Mr. Baseball,N/A,1992,No,ank
PG-13,Universal,21142815,Action Comedy,Kuffs,N/A,1992,No,ank
PG,Buena Vista,21202099,Romantic Comedy,Straight Talk,N/A,1992,No,ank
R,Universal,21370057,Thriller,Raising Cain,N/A,1992,No,37170057
R,Buena Vista,21591728,Thriller,Consenting Adults,N/A,1992,No,ank
R,Fox,21633781,Romantic Thriller,Shining Through,N/A,1992,No,43838238
R,New Line,21706101,Comedy,The Player,N/A,1992,No,ank
PG-13,Buena Vista,22518097,Comedy,Captain Ron,N/A,1992,No,ank
R,TriStar,22660758,Action / Crime,Thunderheart,N/A,1992,No,ank
PG-13,Fox,23278931,Fantasy Comedy,Toys,N/A,1992,No,ank
PG-13,Paramount,23369283,Comedy,Leap of Faith,N/A,1992,No,ank
R,Fox,24276506,Period Drama,Hoffa,N/A,1992,No,29302121
G,Fox,24650296,Animation,Ferngully: The Last Rainforest,N/A,1992,No,32710894
PG,MGM,25105517,Sports Comedy,The Cutting Edge,N/A,1992,No,ank
R,TriStar,25792310,Horror,Candyman,N/A,1992,No,ank
PG,Sony Classics,26126837,Period Drama,Howards End,N/A,1992,No,ank
G,Buena Vista,27281507,Family Comedy,The Muppet Christmas Carol,$12 million,1992,Series: The Muppets,27281507
PG-13,Universal,28411210,Action Comedy,Stop! Or My Mom Will Shoot!,N/A,1992,No,70611210
R,Warner Bros.,28590665,Romantic Thriller,Final Analysis,N/A,1992,No,ank
PG,Buena Vista,29000301,Family Adventure,3 Ninjas,N/A,1992,Series: 3 Ninjas,ank
R,Columbia,30524763,Horror,Sleepwalkers,N/A,1992,No,ank
R,New Line,32100816,Sci-Fi Horror,The Lawnmower Man,$10 million,1992,No,ank
PG-13,Columbia,35208854,Romantic Comedy,Honeymoon in Vegas,$25 million,1992,No,ank
R,TriStar,36299898,Sci-Fi Action,Universal Soldier,N/A,1992,Series: Universal Soldier,ank
R,Columbia,40227006,Crime Comedy,Mo' Money,N/A,1992,No,ank
PG,Buena Vista,40693477,Comedy,Encino Man,N/A,1992,No,ank
PG,Columbia,43440294,Period Drama,A River Runs Through It,N/A,1992,No,
R,Warner Bros.,44065653,Action Thriller,Passenger 57,N/A,1992,No,ank
PG-13,Buena Vista,45500797,Adventure,Medicine Man,$40 million,1992,No,ank
R,Buena Vista,46666502,Comedy,The Distinguished Gentleman,N/A,1992,No,ank
R,Columbia,48017402,Thriller,Single White Female,N/A,1992,No,ank
PG-13,Warner Bros.,48169910,Period Drama,Malcolm X,N/A,1992,No,ank
PG,Buena Vista,50752337,Family Comedy,The Mighty Ducks,$10 million,1992,Series: The Mighty Ducks,ank
PG-13,Universal,51432691,Crime Thriller,Sneakers,N/A,1992,No,105232691
R,Fox,52929168,Comedy,My Cousin Vinny,N/A,1992,No,64088552
R,Fox,55473545,Sci-Fi Horror,Alien 3,$50 million,1992,Series: Alien,159814498
PG,Warner Bros.,55956187,Romance,Forever Young,N/A,1992,No,127956187
PG,Universal,57114049,Family Comedy,Beethoven,N/A,1992,No,147214049
R,Fox,57138719,Thriller,Unlawful Entry,N/A,1992,No,ank
PG-13,Universal,58422650,Horror Comedy,Death Becomes Her,$55 million,1992,No,149022650
PG,Universal,58500635,Romantic Comedy,Housesitter,N/A,1992,No,94900635
PG,Buena Vista,58662452,Family Comedy,"Honey, I Blew Up the Kid",N/A,1992,No,ank
PG-13,Universal,58883840,Period Drama,Far and Away,$60 million,1992,No,137783840
R,Miramax,62548947,Drama / Thriller,The Crying Game,N/A,1992,No,
R,Universal,63095253,Drama,Scent of a Woman,N/A,1992,No,134095253
R,Paramount,70052444,Romantic Comedy,Boomerang,$42 million,1992,No,131052444
R,Fox,75505856,War Romance,The Last of the Mohicans,$40 million,1992,No,ank
R,Fox,76253806,Sports Comedy,White Men Can't Jump,N/A,1992,No,90753806
R,Columbia,82522790,Period Horror,Bram Stoker's Dracula,$40 million,1992,No,215862692
R,Paramount,83351587,Action Thriller,Patriot Games,$45 million,1992,Series: Jack Ryan,178051587
R,Warner Bros.,83563139,Action,Under Siege,N/A,1992,No,156563139
R,Buena Vista,88036683,Thriller,The Hand That Rocks the Cradle,N/A,1992,No,ank
R,Warner Bros.,101157447,Western,Unforgiven,N/A,1992,No,159157447
PG,Sony / Columbia,107533928,Sports Drama,A League of Their Own,$40 million,1992,No,132440069
R,TriStar,117727224,Thriller,Basic Instinct,$49 million,1992,No,352927224
PG-13,Paramount,121697323,Comedy,Wayne's World,$20 million,1992,No,183097323
R,Warner Bros.,122006740,Romance,The Bodyguard,N/A,1992,No,411006740
PG,Buena Vista,139605150,Comedy,Sister Act,N/A,1992,No,231605150
R,Columbia,141340178,Drama / Thriller,A Few Good Men,$40 million,1992,No,243240178
R,Warner Bros.,144731527,Action Comedy,Lethal Weapon 3,$35 million,1992,Series: Lethal Weapon,321731527
PG-13,Warner Bros.,162902340,Action / Adventure,Batman Returns,$80 million,1992,Series: Batman,266892996
PG,Fox,173585516,Family Comedy,Home Alone 2: Lost in New York,N/A,1992,Series: Home Alone,358994850
G,Buena Vista,217350219,Animation,Aladdin,$28 million,1992,No,504050219
R,Paramount,9188150,Horror,Body Parts,N/A,1991,No,ank
PG-13,Warner Bros.,9480198,Drama / Thriller,Guilty by Suspicion,N/A,1991,No,ank
R,Buena Vista,9563393,Comedy,Scenes From a Mall,$3 million,1991,No,ank
PG-13,Paramount,9689816,Romantic Comedy,The Butcher's Wife,N/A,1991,No,ank
PG-13,Paramount,9804775,Romantic Comedy,"He Said, She Said",N/A,1991,No,ank
R,Miramax,10438504,Crime Comedy,A Rage in Harlem,N/A,1991,No,ank
R,Fox,11000863,Comedy,The Super,$22 million,1991,No,ank
R,Buena Vista,11128309,Action Comedy,V.I. Warshawski,N/A,1991,No,ank
R,Buena Vista,11276846,Action Drama,One Good Cop,N/A,1991,No,ank
PG-13,Universal,11336986,Romantic Comedy,Career Opportunities,N/A,1991,No,ank
R,MGM,11511031,Thriller,Shattered,N/A,1991,No,ank
R,Buena Vista,12454768,Romantic Comedy,The Marrying Man,$26 million,1991,No,ank
PG-13,New Line,13878334,Fantasy Comedy,Drop Dead Fred,N/A,1991,No,ank
R,Paramount,14061361,Action,The Perfect Weapon,N/A,1991,No,ank
PG,Buena Vista,14143280,Comedy,Ernest Scared Stupid,N/A,1991,Series: Ernest,ank
PG-13,Paramount,14587732,War,Flight of the Intruder,$35 million,1991,No,ank
PG-13,MGM,14789113,Drama / Thriller,Not Without My Daughter,N/A,1991,No,ank
G,Paramount,14812144,Family,All I Want for Christmas,N/A,1991,No,ank
R,Universal,14851083,Comedy / Drama,Once Around,N/A,1991,No,
R,Fox,14919570,Music Drama,The Commitments,N/A,1991,No,ank
R,Miramax,15012935,Documentary,Madonna: Truth or Dare,$4.5 million,1991,No,29012935
R,Universal,14960255,Horror,Child's Play 3,N/A,1991,Series: Child's Play,20560255
R,TriStar,15073942,Action Thriller,Toy Soldiers,N/A,1991,No,ank
PG,Buena Vista,15104156,Family Adventure,Shipwrecked,N/A,1991,No,ank
R,Universal,15429177,Thriller,A Kiss Before Dying,N/A,1991,No,ank
R,Warner Bros.,15545943,Fantasy Comedy,Switch,N/A,1991,No,ank
R,Interstar,15556340,Action Fantasy,Highlander 2: The Quickening,N/A,1991,Series: Highlander,ank
R,Buena Vista,15565363,Crime Drama,Billy Bathgate,$48 million,1991,No,ank
PG,Warner Bros.,16371128,Comedy,Defending Your Life,N/A,1991,No,
R,TriStar,17218080,Action Comedy,Hudson Hawk,$65 million,1991,No,ank
PG,Warner Bros.,17373527,Family Adventure,The Neverending Story II,N/A,1991,Series: The Neverending Story,ank
R,Fox,17860280,Music Drama,For the Boys,$40 million,1991,No,23202444
PG-13,Buena Vista,18634643,Drama,Paradise (1991),N/A,1991,No,
R,Columbia,18784957,Drama / Thriller,Mortal Thoughts,N/A,1991,No,ank
R,New Line,19438638,Comedy,House Party 2,$5 million,1991,Series: House Party,ank
R,Universal,20246790,Action / Crime,Mobsters,N/A,1991,No,ank
PG-13,Orion Pictures,21082165,Action Thriller,F/X 2,N/A,1991,No,ank
R,Warner Bros.,21756163,Action Thriller,Ricochet,N/A,1991,No,ank
PG-13,Fox,21830957,Romantic Comedy,Only the Lonely,N/A,1991,No,25092802
G,Universal,22166041,Animation,An American Tail: Fievel Goes West,N/A,1991,No,40766041
PG,Universal,22641969,Comedy,Pure Luck,N/A,1991,No,24941969
R,Paramount,22773535,Romantic Comedy,Frankie and Johnny (1991),N/A,1991,No,ank
PG,Buena Vista,23562716,Crime Comedy,Oscar,N/A,1991,No,ank
R,Universal,24078196,Action,Lionheart,$6 million,1991,No,24271196
R,Universal,24204154,Horror,The People Under the Stairs,$6 million,1991,No,31347154
R,Fox,24277858,Drama / Thriller,Class Action,N/A,1991,No,28277918
PG,Orion Pictures,25010896,Drama,Little Man Tate,N/A,1991,No,
PG-13,Universal,25104700,Family Comedy,Problem Child 2,N/A,1991,No,32704700
PG-13,Warner Bros.,25196249,Comedy,Don't Tell Mom the Babysitter's Dead,N/A,1991,No,ank
R,Universal,25895485,Action Comedy,The Hard Way,N/A,1991,No,65595485
R,Warner Bros.,25682090,Comedy,Other People's Money,N/A,1991,No,ank
PG-13,Paramount,26255594,Sports Comedy,Necessary Roughness,N/A,1991,No,ank
PG-13,Buena Vista,28738096,Thriller,Deceived,N/A,1991,No,ank
PG-13,TriStar,28862081,Romantic Comedy,L.A. Story,N/A,1991,No,ank
R,Columbia,30102717,Action,Double Impact,N/A,1991,No,ank
R,Universal,32482682,Romance,Jungle Fever,$14 million,1991,No,43882682
R,Fox,33243020,Drama,Grand Canyon,N/A,1991,No,40991329
R,Fox,33669178,Romance,Dying Young,N/A,1991,No,82264675
PG,Warner Bros.,33691313,Family,Curly Sue,N/A,1991,No,ank
PG,Universal,34002045,Comedy,King Ralph,N/A,1991,No,52487045
R,TriStar,34416893,Music Drama,The Doors,N/A,1991,No,ank
PG,Buena Vista,34793160,Family Adventure,White Fang,$14 million,1991,No,ank
R,New Line,34872033,Horror,Freddy's Dead: The Final Nightmare,$11 million,1991,Series: Nightmare on Elm Street,ank
PG-13,Paramount,36489888,Comedy,Soapdish,N/A,1991,No,ank
R,Paramount,38016380,Thriller,Dead Again,N/A,1991,No,
PG,Orion Pictures,38037513,Comedy,Bill and Ted's Bogus Journey,N/A,1991,Series: Bill & Ted,ank
PG-13,Buena Vista,38120905,Drama,The Doctor,N/A,1991,No,
R,Warner Bros.,39673161,Action,Out for Justice,$14 million,1991,No,ank
R,TriStar,41895491,Fantasy Drama,The Fisher King,N/A,1991,No,
PG-13,Paramount,43001500,Drama,Regarding Henry,N/A,1991,No,ank
R,Fox,43218387,Action / Crime,Point Break,N/A,1991,No,83531958
R,MGM,45360915,Crime Drama,Thelma and Louise,$16.5 million,1991,No,ank
PG,Buena Vista,46704056,Period Action,The Rocketeer,$35 million,1991,No,ank
R,Warner Bros.,47624353,Crime Drama,New Jack City,$8 million,1991,No,ank
R,TriStar,49114016,Crime Drama,Bugsy,N/A,1991,No,
PG-13,Warner Bros.,54830779,Romantic Comedy,Doc Hollywood,N/A,1991,No,ank
R,Columbia,57504069,Crime Drama,Boyz N the Hood,$6.5 million,1991,No,ank
PG,Columbia,59489799,Comedy / Drama,My Girl,$17 million,1991,No,ank
R,Warner Bros.,59509925,Action Comedy,The Last Boy Scout,N/A,1991,No,ank
G,Buena Vista,144880014,Animation,101 Dalmatians (Re-issue) (1991),N/A,1991,No,ank
PG,Buena Vista,63707829,Comedy,What About Bob?,N/A,1991,No,ank
PG-13,Fox,69467617,Comedy,Hot Shots!,$26 million,1991,No,181096164
R,Warner Bros.,70405498,Drama / Thriller,JFK,N/A,1991,No,205405498
R,Columbia,74787599,Drama,The Prince of Tides,N/A,1991,No,ank
PG,Paramount,74888996,Sci-Fi Adventure,Star Trek VI: The Undiscovered Country,N/A,1991,Series: Star Trek,96888996
R,Universal,77868585,Action Drama,Backdraft,N/A,1991,No,152368585
PG,New Line,78656813,Family Adventure,Teenage Mutant Ninja Turtles II,$25 million,1991,Series: Teenage Mutant Ninja Turtles,ank
R,Universal,79091969,Thriller,Cape Fear,N/A,1991,No,182291969
PG-13,Universal,82418501,Comedy / Drama,Fried Green Tomatoes,N/A,1991,No,119418501
PG-13,Paramount,86930411,Comedy,The Naked Gun 2 1/2: The Smell of Fear,$23 million,1991,Series: The Naked Gun,ank
PG,Buena Vista,89325780,Comedy,Father of the Bride,N/A,1991,No,ank
R,Fox,101599005,Thriller,Sleeping with the Enemy,$19 million,1991,No,174999005
PG-13,Paramount,113502426,Horror Comedy,The Addams Family,$30 million,1991,No,191502426
PG,TriStar,119654823,Fantasy,Hook,$70 million,1991,No,300854823
PG-13,Columbia,124033791,Comedy,City Slickers,$27 million,1991,No,179033791
R,Orion Pictures,130742922,Thriller,The Silence of the Lambs,$19 million,1991,Series: Hannibal Lecter,272742922
G,Buena Vista,218967620,Animation,Beauty and the Beast,$25 million,1991,No,424967620
PG-13,Warner Bros.,165493908,Period Adventure,Robin Hood: Prince of Thieves,$48 million,1991,No,390493908
R,TriStar,205881154,Sci-Fi Action,Terminator 2: Judgment Day,$102 million,1991,Series: Terminator,520881154
G,Columbia,13299749,Family Adventure,Adventures of Milo and Otis (Re-issue),N/A,1990,No,ank
PG,Warner Bros.,10360553,Family Adventure,The Witches,N/A,1990,No,ank
R,TriStar,10873237,Thriller,Narrow Margin,N/A,1990,No,ank
PG-13,Fox,10959015,Comedy,Nuns on the Run,N/A,1990,No,
R,Triumph,11060485,Romance,Wild Orchid,N/A,1990,No,ank
R,TriStar,11207891,Crime Drama,Q & A,N/A,1990,No,ank
PG-13,Universal,11359129,Comedy,Opportunity Knocks,N/A,1990,No,ank
R,New Line,11541758,Drama,Pump Up the Volume,N/A,1990,No,ank
NC-17,Universal,11567449,Romance,Henry & June,N/A,1990,No,23472449
R,Paramount,11582891,Horror,Graveyard Shift,N/A,1990,No,ank
PG,Miramax,12397210,Foreign,Cinema Paradiso,N/A,1990,No,ank
R,Triumph,12626043,Thriller,Bad Influence,N/A,1990,No,ank
R,Paramount,13236513,Comedy,Crazy People,N/A,1990,No,ank
R,Miramax,13446769,Crime Drama,The Grifters,N/A,1990,No,
R,Columbia,13985225,Adventure,The Lord of the Flies,N/A,1990,No,ank
R,Samuel Goldwyn,14560247,Crime Comedy,Wild at Heart,N/A,1990,No,
PG-13,Buena Vista,14760451,Action,Fire Birds,N/A,1990,No,ank
R,Warner Bros.,15260154,Crime Comedy,Quick Change,N/A,1990,No,ank
PG,Buena Vista,15369573,Sci-Fi Comedy,Spaced Invaders,N/A,1990,No,ank
PG-13,Buena Vista,15379253,Fantasy Comedy,Mr. Destiny,N/A,1990,No,ank
R,Warner Bros.,15445131,Drama / Thriller,Reversal of Fortune,N/A,1990,No,
R,Columbia,15645616,Romantic Thriller,Revenge,N/A,1990,No,ank
R,Warner Bros.,15691192,Comedy,The Bonfire of the Vanities,$47 million,1990,No,ank
R,Triumph,15740796,Period Drama,Avalon,N/A,1990,No,
R,Universal,16153593,Music Drama,Mo' Better Blues,N/A,1990,No,ank
R,TriStar,16186793,Crime Comedy,I Love You to Death,N/A,1990,No,ank
PG-13,Triumph,16247964,Comedy,Men at Work,N/A,1990,No,ank
R,Paramount,16324573,Horror,Tales From the Darkside: The Movie,N/A,1990,No,ank
PG-13,Universal,16667084,Horror Comedy,Tremors,N/A,1990,No,ank
R,MGM,16853487,Action,Death Warrant,N/A,1990,No,ank
R,Universal,17037887,Horror,The Guardian (1990),N/A,1990,No,ank
R,Universal,17487531,Romance,White Palace,N/A,1990,No,
PG-13,Columbia,17854933,Comedy,Sibling Rivalry,N/A,1990,No,ank
G,Buena Vista,18115724,Animation,Duck Tales: The Movie,N/A,1990,No,ank
R,Buena Vista,19740070,Comedy,Betsy's Wedding,N/A,1990,No,ank
R,Buena Vista,20005435,Comedy,Taking Care of Business,N/A,1990,No,ank
PG-13,Buena Vista,20240128,Drama,Stella,N/A,1990,No,ank
G,Universal,20305841,Animation,Jetsons: The Movie,N/A,1990,No,ank
PG,Warner Bros.,20710451,Period Drama,Hamlet (1990),N/A,1990,No,
PG-13,Orion Pictures,21036771,Comedy,Madhouse,N/A,1990,No,ank
PG-13,MGM,21413105,Western,Quigley Down Under,N/A,1990,No,ank
R,Fox,21413502,Action Comedy,The Adventures of Ford Fairlane,N/A,1990,No,ank
PG,TriStar,21460601,Comedy,The Freshman,N/A,1990,No,
R,Warner Bros.,21633874,Action Comedy,The Rookie (1990),N/A,1990,No,ank
R,Orion Pictures,22424195,Action Horror,The First Power,N/A,1990,No,ank
R,MGM,22997992,Thriller,The Russia House,N/A,1990,No,ank
PG-13,Warner Bros.,23591472,Crime Comedy,My Blue Heaven,N/A,1990,No,ank
PG,Universal,24707633,Fantasy Comedy,Ghost Dad,N/A,1990,No,25421633
PG,Buena Vista,25029569,Comedy,Ernest Goes to Jail,N/A,1990,Series: Ernest,ank
R,Orion Pictures,25069101,Action,Navy Seals,N/A,1990,No,ank
G,Buena Vista,76408097,Animation,Fantasia (Re-issue) (1990),N/A,1990,No,ank
R,Fox,26098824,Horror,The Exorcist III,N/A,1990,Series: The Exorcist,39024251
R,TriStar,26118851,Horror Thriller,Jacob's Ladder,N/A,1990,No,ank
R,New Line,26385627,Comedy,House Party,N/A,1990,Series: House Party,
PG-13,Warner Bros.,27441977,War,Memphis Belle,N/A,1990,No,ank
R,Orion Pictures,27627310,Comedy / Drama,Cadillac Man,N/A,1990,No,ank
R,Paramount,27734391,Crime Thriller,Internal Affairs,N/A,1990,No,ank
G,Buena Vista,27931461,Animation,The Rescuers Down Under,N/A,1990,No,ank
R,Universal,28501605,Horror,Child's Play 2,N/A,1990,Series: Child's Play,35763605
R,Fox,29381956,Thriller,Pacific Heights,N/A,1990,No,44926706
PG-13,Buena Vista,29888235,Romantic Comedy,Green Card,N/A,1990,No,
R,Fox,30669413,Action Horror,Predator 2,N/A,1990,Series: Predator,57120318
R,TriStar,31053601,Action Comedy,Air America,N/A,1990,No,33461269
R,Universal,33878502,Action Horror,Darkman,N/A,1990,No,48878502
PG-13,Orion Pictures,35419397,Drama,Mermaids,N/A,1990,No,ank
R,Columbia,39071603,Comedy / Drama,Postcards from the Edge,N/A,1990,No,ank
PG,Warner Bros.,39404261,Romantic Comedy,Joe Versus the Volcano,N/A,1990,No,ank
PG-13,United Artists,40946358,Sports Drama,Rocky V,N/A,1990,Series: Rocky,119946358
PG-13,Warner Bros.,41482207,Horror Comedy,Gremlins 2: The New Batch,N/A,1990,No,ank
PG-13,Fox,44143410,Western,Young Guns II,N/A,1990,No,ank
G,Buena Vista,141843612,Animation,The Jungle Book (re-issue) (1990),N/A,1990,No,ank
R,Orion Pictures,45681173,Sci-Fi Action,Robocop 2,N/A,1990,Series: Robocop,ank
R,Fox,46044396,Action,Marked for Death,N/A,1990,No,57968936
R,Warner Bros.,46836214,Crime Drama,Goodfellas,N/A,1990,No,ank
R,Warner Bros.,47410827,Action,Hard to Kill,N/A,1990,No,ank
PG-13,TriStar,47789074,Comedy,Look Who's Talking Too,N/A,1990,Series: Look Who's Talking,ank
PG-13,Columbia,52096475,Drama,Awakenings,N/A,1990,No,
PG-13,Buena Vista,53208180,Horror Comedy,Arachnophobia,N/A,1990,No,ank
PG,Universal,53470891,Family Comedy,Problem Child,N/A,1990,No,72270891
PG-13,Fox,56362352,Fantasy Drama,Edward Scissorhands,N/A,1990,No,86024005
R,Columbia,61276872,Thriller,Misery,N/A,1990,No,ank
R,Columbia,61489265,Horror,Flatliners,N/A,1990,No,ank
R,Paramount,66666062,Crime Drama,The Godfather Part III,$54 million,1990,Series: The Godfather,136766062
PG-13,Universal,70978012,Romantic Comedy,Bird on a Wire,N/A,1990,No,138697012
PG,Buena Vista,71609321,Family Comedy,Three Men and a Little Lady,N/A,1990,No,ank
R,Paramount,80818974,Action Comedy,Another 48 HRS.,N/A,1990,No,153518974
PG-13,Paramount,82670733,Sports Drama,Days of Thunder,N/A,1990,No,157920733
R,Warner Bros.,86303188,Thriller,Presumed Innocent,N/A,1990,No,221303188
PG,Universal,87727583,Western,Back to the Future Part III,$40 million,1990,Series: Back to the Future,244527583
PG-13,Universal,91457688,Comedy,Kindergarten Cop,$15 million,1990,No,201957688
PG,Buena Vista,103738726,Period Action,Dick Tracy,$47 million,1990,No,162738726
R,Fox,117540947,Action Thriller,Die Hard 2: Die Harder,$70 million,1990,Series: Die Hard,240031094
R,Sony / Columbia,119412921,Sci-Fi Action,Total Recall,$65 million,1990,No,261317921
PG,Paramount,122012643,Action Thriller,The Hunt for Red October,$30 million,1990,Series: Jack Ryan,200512643
PG,New Line,135265915,Family Adventure,Teenage Mutant Ninja Turtles,$13.5 million,1990,Series: Teenage Mutant Ninja Turtles,201965915
R,Buena Vista,178406268,Romantic Comedy,Pretty Woman,$14 million,1990,No,463406268
PG-13,Orion Pictures,184208848,Western,Dances with Wolves,$22 million,1990,No,424208848
PG-13,Paramount,217631306,Romance,Ghost,$22 million,1990,No,505702588
PG,Fox,285761243,Family Comedy,Home Alone,$18 million,1990,Series: Home Alone,476684675
R,TriStar,7237794,Unknown,Johnny Handsome,N/A,1989,No,ank
R,Buena Vista,7723506,Unknown,Disorganized Crime,N/A,1989,No,ank
R,Fox,7754571,Unknown,"Enemies, A Love Story",N/A,1989,No,ank
R,Warner Bros.,7825009,Unknown,Dead Calm,N/A,1989,No,ank
PG,Columbia,8083123,Unknown,The Adventures of Baron Munchausen,$46.63 million,1989,No,ank
R,Warner Bros.,8125592,Unknown,Dead Bang,N/A,1989,No,ank
R,TriStar,8143225,Sci-Fi Horror,Deepstar Six,N/A,1989,No,ank
G,Buena Vista,8153677,Unknown,Cheetah,N/A,1989,No,ank
PG,Columbia,8508843,Unknown,Troop Beverly Hills,N/A,1989,No,ank
R,Columbia,8742750,Unknown,True Believer,N/A,1989,No,ank
R,Miramax,8800000,Unknown,Scandal,N/A,1989,No,ank
R,Universal,9015164,Action Comedy,Renegades,N/A,1989,No,ank
PG-13,TriStar,9114702,Unknown,Tap,N/A,1989,No,ank
R,Hemdale,9974446,Unknown,Criminal Law,N/A,1989,No,ank
PG-13,Samuel Goldwyn,10161099,Unknown,Henry V,$9 million,1989,No,ank
R,Cannon Films,10166459,Sci-Fi Action,Cyborg,N/A,1989,No,ank
PG-13,Paramount,10555348,Unknown,We're No Angels,$20 million,1989,No,ank
R,Orion Pictures,10647219,Thriller,The Package,N/A,1989,No,ank
PG,Buena Vista,10763469,Unknown,New York Stories,N/A,1989,No,ank
PG-13,TriStar,10982364,Unknown,Who's Harry Crumb?,N/A,1989,No,ank
PG,Warner Bros.,11536599,Unknown,Young Einstein,N/A,1989,No,ank
PG,Warner Bros.,11567217,Comedy,Police Academy 6: City Under Siege,N/A,1989,Series: Police Academy,ank
PG-13,Buena Vista,11604598,Unknown,Gross Anatomy,N/A,1989,No,ank
R,Galaxy International,11642254,Unknown,Halloween 5,$5 million,1989,No,ank
PG,Columbia,12065892,Unknown,She's Out of Control,N/A,1989,No,ank
PG-13,Warner Bros.,12143484,Unknown,Pink Cadillac,N/A,1989,No,ank
R,TriStar,12195695,Crime Comedy,Family Business,N/A,1989,No,ank
PG-13,Orion Pictures,13741060,Music Drama,Great Balls of Fire!,N/A,1989,No,ank
PG,Universal,14278900,Family Adventure,The Wizard,N/A,1989,No,ank
R,Paramount,14343976,Horror,Friday the 13th Part VIII,N/A,1989,No,ank
R,Cannon Films,14697005,Sports Action,Kickboxer,N/A,1989,No,ank
