domestic,name,production_budget,release_year,worldwide
"$3,172,382",Resurrecting the Champ,"$13,000,000",2007,"$3,260,555"
"$3,075,255",Chloe,"$13,000,000",2010,"$11,831,131"
"$3,058,380",The Widow of St. Pierre,"$13,000,000",2001,"$3,058,380"
"$2,703,296",Youth,"$13,000,000",2015,"$24,001,573"
"$2,104,439",Faithful,"$13,000,000",1996,"$2,104,439"
"$2,087,720",Un ProphÃ¨te,"$13,000,000",2010,"$19,910,624"
"$2,037,459","I Love You, Phillip Morris","$13,000,000",2010,"$23,014,027"
"$1,784,763",The Vatican Tapes,"$13,000,000",2015,"$14,929,184"
"$1,173,673",Find Me Guilty,"$13,000,000",2006,"$2,898,225"
"$1,152,117",Excessive Force,"$13,000,000",1993,"$1,152,117"
"$1,151,330",Infamous,"$13,000,000",2006,"$2,613,717"
"$1,024,175",Attack the Block,"$13,000,000",2011,"$6,459,183"
"$656,688",Brothers,"$13,000,000",2015,"$17,856,688"
"$622,023",The Claim,"$13,000,000",2000,"$1,375,635"
"$464,495",The Happy Prince,"$13,000,000",2018,"$2,394,619"
"$303,877",In The Land of Blood and Honey,"$13,000,000",2011,"$509,193"
"$217,277",The Killer Inside Me,"$13,000,000",2010,"$3,617,277"
$0,Womb,"$13,000,000",2012,$0
$0,Rogue City,"$13,000,000",2019,$0
"$51,872,378",The Call,"$12,800,000",2013,"$69,821,476"
"$1,022,720",Operation Chromite,"$12,700,000",2016,"$49,196,532"
"$10,724,389",The Drop,"$12,600,000",2014,"$19,054,534"
"$28,436,931",The Crocodile Hunter: Collision Course,"$12,500,000",2002,"$33,436,931"
"$26,593,646",Machete,"$12,500,000",2010,"$46,370,970"
"$21,078,145",Antwone Fisher,"$12,500,000",2002,"$23,367,586"
"$20,959,585",La Guerre du feu,"$12,500,000",1982,"$20,959,585"
"$14,060,950",The Emperor's Club,"$12,500,000",2002,"$16,193,713"
"$12,281,000",True Romance,"$12,500,000",1993,"$12,309,980"
"$11,965,282",Sorority Row,"$12,500,000",2009,"$26,735,797"
"$10,725,228",Glengarry Glen Ross,"$12,500,000",1992,"$10,725,228"
"$9,046,156",The Boy in the Striped Pyjamas,"$12,500,000",2008,"$44,083,403"
"$7,000,000",Cat People,"$12,500,000",1982,"$21,000,000"
"$7,000,000",The Prisoner of Zenda,"$12,500,000",1979,"$7,000,000"
"$6,797,696",Conviction,"$12,500,000",2010,"$11,826,980"
"$5,956,480",Lars and the Real Girl,"$12,500,000",2007,"$11,277,119"
"$4,360,548",Solitary Man,"$12,500,000",2010,"$4,360,548"
"$4,157,491",Dancer in the Dark,"$12,500,000",2000,"$45,557,491"
"$2,039,869",Casino Jack,"$12,500,000",2010,"$2,272,186"
"$1,612,957",Oscar and Lucinda,"$12,500,000",1997,"$1,612,957"
"$1,212,799",The Funeral,"$12,500,000",1996,"$1,412,799"
"$1,110,186",Tae Guik Gi: The Brotherhood of War,"$12,500,000",2004,"$69,826,708"
"$167,780,960",3 Men and a Baby,"$15,000,000",1987,"$167,780,960"
"$1,089,445",The Perfect Game,"$12,500,000",2010,"$3,931,367"
"$677,200",The Paperboy,"$12,500,000",2012,"$4,027,663"
"$292,562",Ernest et Celestine,"$12,500,000",2013,"$9,376,444"
"$138,797,449",The Kingâ€™s Speech,"$15,000,000",2010,"$430,821,168"
"$130,058,047",American Beauty,"$15,000,000",1999,"$356,258,047"
"$128,067,808","Crouching Tiger, Hidden Dragon","$15,000,000",2000,"$213,514,672"
"$10,011",A Little Bit of Heaven,"$12,500,000",2012,"$1,100,287"
"$48,092,846",The Land Before Time,"$12,300,000",1988,"$81,972,846"
"$111,936,388",Twins,"$15,000,000",1988,"$216,600,000"
"$103,046,663",Scream,"$15,000,000",1996,"$173,046,663"
"$102,092,201",Annabelle: Creation,"$15,000,000",2017,"$305,384,865"
"$102,003,019",Jackass Presents: Bad Grandpa,"$15,000,000",2013,"$160,903,019"
"$260,000,000",Jaws,"$12,000,000",1975,"$470,700,000"
"$230,347,346",The Exorcist,"$12,000,000",1973,"$428,214,478"
"$124,872,350",The Fault in Our Stars,"$12,000,000",2014,"$307,166,834"
"$98,800,000",Heaven Can Wait,"$15,000,000",1978,"$98,800,000"
"$93,589,701",The Color Purple,"$15,000,000",1985,"$93,589,701"
"$91,125,143",The Imitation Game,"$15,000,000",2014,"$227,740,463"
"$73,839,613",Beetlejuice,"$15,000,000",1988,"$73,887,546"
"$101,800,948",American Pie,"$12,000,000",1999,"$234,723,148"
"$91,547,205",Think Like a Man,"$12,000,000",2012,"$113,373,764"
"$91,386,097",Heaven is for Real,"$12,000,000",2014,"$100,916,299"
"$73,000,000",Ben-Hur,"$15,000,000",1959,"$73,259,017"
"$71,628,180",Mama,"$15,000,000",2013,"$148,095,566"
"$69,847,348",Private Benjamin,"$15,000,000",1980,"$69,847,348"
"$67,182,787",Coal Miner's Daughter,"$15,000,000",1980,"$67,182,787"
"$79,817,937",The Golden Child,"$12,000,000",1986,"$79,817,937"
"$78,912,963",Star Trek II: The Wrath of Khan,"$12,000,000",1982,"$95,800,000"
"$75,781,642",Barbershop,"$12,000,000",2002,"$77,063,461"
"$74,433,837",WarGames,"$12,000,000",1983,"$74,433,837"
"$65,192,350",Lethal Weapon,"$15,000,000",1987,"$120,192,350"
"$64,003,625",Diary of a Wimpy Kid,"$15,000,000",2010,"$76,954,311"
"$61,400,000",National Lampoonâ€™s Vacation,"$15,000,000",1983,"$61,400,000"
"$58,269,151",Halloween,"$15,000,000",2007,"$77,514,401"
"$72,217,396",Ace Ventura: Pet Detective,"$12,000,000",1994,"$107,217,396"
"$70,012,847",Act of Valor,"$12,000,000",2012,"$82,497,035"
"$65,532,576",Witness,"$12,000,000",1985,"$65,532,576"
"$65,328,121",Step Up,"$12,000,000",2006,"$110,989,157"
"$56,441,711",The Queen,"$15,000,000",2006,"$128,885,873"
"$55,204,525",Why Did I Get Married?,"$15,000,000",2007,"$55,934,178"
"$54,333,290",The Woman in Black,"$15,000,000",2012,"$128,955,898"
"$50,003,303",Little Women,"$15,000,000",1994,"$50,003,303"
"$64,575,175",Chronicle,"$12,000,000",2012,"$123,681,790"
"$63,118,386",Beavis and Butt-Head Do America,"$12,000,000",1996,"$63,118,386"
"$62,500,000",Patton,"$12,000,000",1970,"$62,500,000"
"$54,731,865",Project X,"$12,000,000",2012,"$103,028,188"
"$50,000,000",The Deer Hunter,"$15,000,000",1979,"$50,056,043"
"$49,275,340",BlacKkKlansman,"$15,000,000",2018,"$93,032,729"
"$47,860,214",When a Stranger Calls,"$15,000,000",2006,"$67,215,435"
"$47,811,275",Big Fat Liar,"$15,000,000",2002,"$52,461,017"
"$54,513,740","Three Billboards Outside Ebbing, Missouri","$12,000,000",2017,"$160,191,915"
"$51,739,495",Lion,"$12,000,000",2016,"$149,570,720"
"$50,316,123",Overboard,"$12,000,000",2018,"$85,369,830"
"$39,673,162",Jackie Brown,"$12,000,000",1997,"$74,727,492"
"$39,012,241",Yentl,"$12,000,000",1983,"$39,012,241"
"$26,593,580",Glory,"$18,000,000",1989,"$26,593,580"
"$26,400,000",Conan the Destroyer,"$18,000,000",1984,"$26,400,000"
"$44,906,632",Cop Land,"$15,000,000",1997,"$63,706,632"
"$43,057,470",Wag the Dog,"$15,000,000",1997,"$64,252,038"
"$42,930,462",Snitch,"$15,000,000",2013,"$57,907,734"
"$38,108,728",Harold & Kumar Escape from Guantanamo Bay,"$12,000,000",2008,"$43,353,117"
"$37,709,979",Philomena,"$12,000,000",2013,"$98,963,392"
"$37,400,000",Time Bandits,"$12,000,000",1981,"$37,400,000"
"$37,188,667",Crossroads,"$12,000,000",2002,"$57,000,000"
"$32,000,304",Paper Towns,"$12,000,000",2015,"$85,450,484"
"$26,302,731",Love the Coopers,"$18,000,000",2015,"$42,227,490"
"$24,911,670",Catch-22,"$18,000,000",1970,"$24,911,670"
"$24,007,324",Observe and Report,"$18,000,000",2009,"$27,148,898"
"$23,380,203",Raging Bull,"$18,000,000",1980,"$23,380,203"
"$22,965,110",Love Happens,"$18,000,000",2009,"$36,133,014"
"$42,734,455",The Lizzie McGuire Movie,"$15,000,000",2003,"$55,534,455"
"$42,725,475",Krampus,"$15,000,000",2015,"$61,788,393"
"$41,003,371",End of Watch,"$15,000,000",2012,"$57,586,606"
"$31,691,811",Quarantine,"$12,000,000",2008,"$41,924,774"
"$31,597,131",One Hour Photo,"$12,000,000",2002,"$52,223,306"
"$31,418,697",The Eye,"$12,000,000",2008,"$57,577,765"
"$31,203,964",Johnson Family Vacation,"$12,000,000",2004,"$31,286,759"
"$22,455,510",Fame,"$18,000,000",2009,"$80,227,619"
"$20,497,844",The Circle,"$18,000,000",2017,"$40,651,864"
"$19,739,000",Young Sherlock Holmes,"$18,000,000",1985,"$19,739,000"
"$40,283,321",The Faculty,"$15,000,000",1998,"$40,283,321"
"$39,100,956",What's Love Got to Do With It,"$15,000,000",1993,"$39,100,956"
"$37,882,551",Not Another Teen Movie,"$15,000,000",2001,"$62,401,343"
"$37,880,356",Wild,"$15,000,000",2014,"$52,460,543"
"$37,495,385",Lawrence of Arabia,"$15,000,000",1962,"$69,995,385"
"$31,155,435",How High,"$12,000,000",2001,"$31,222,395"
"$30,000,000",Spartacus,"$12,000,000",1960,"$60,000,000"
"$27,838,408",Crank,"$12,000,000",2006,"$43,924,923"
"$27,281,507",The Muppet Christmas Carol,"$12,000,000",1992,"$27,492,918"
"$18,335,230",127 Hours,"$18,000,000",2010,"$60,217,171"
"$17,266,359",Small Time Crooks,"$18,000,000",2000,"$29,934,477"
"$17,200,925",Center Stage,"$18,000,000",2000,"$21,361,109"
"$17,062,499",Norm of the North,"$18,000,000",2016,"$30,535,660"
"$35,893,537",The Theory of Everything,"$15,000,000",2014,"$123,327,692"
"$35,060,689",Drive,"$15,000,000",2011,"$81,357,930"
"$35,007,180",The Skulls,"$15,000,000",2000,"$35,007,180"
"$34,562,222",Hawaii,"$15,000,000",1966,"$34,562,222"
"$34,366,783",The Favourite,"$15,000,000",2018,"$94,075,194"
"$27,007,844",Hell or High Water,"$12,000,000",2016,"$37,584,304"
"$25,885,000",Frida,"$12,000,000",2002,"$56,131,239"
"$25,326,071",Katy Perry: Part of Me,"$12,000,000",2012,"$32,700,439"
"$25,317,379",Top Five,"$12,000,000",2014,"$26,001,741"
"$13,360,615",Crawl,"$17,000,000",2019,"$18,160,615"
"$16,703,799",Catch That Kid,"$18,000,000",2004,"$16,959,614"
"$16,131,410",Jobs,"$18,000,000",2013,"$43,402,515"
"$15,652,637",Life as a House,"$18,000,000",2001,"$23,889,158"
"$34,308,901",Malibu's Most Wanted,"$15,000,000",2003,"$34,499,204"
"$33,862,903",All About Steve,"$15,000,000",2009,"$40,127,259"
"$33,771,174",Where the Heart Is,"$15,000,000",2000,"$40,862,054"
"$22,921,898",Rounders,"$12,000,000",1998,"$22,921,898"
"$22,744,718",Casino Royale,"$12,000,000",1967,"$41,744,718"
"$22,673,340",Prophecy,"$12,000,000",1979,"$22,673,340"
"$22,348,241",Project Almanac,"$12,000,000",2015,"$32,909,437"
"$12,840,842",Wes Craven Presents: They,"$17,000,000",2002,"$16,140,842"
"$11,634,458",The Adventures of Elmo in Grouchland,"$17,000,000",1999,"$11,634,458"
"$11,227,824",Superman IV: The Quest for Peace,"$17,000,000",1987,"$11,227,824"
"$10,000,000",55 Days at Peking,"$17,000,000",1963,"$10,000,000"
"$15,285,588",Youth in Revolt,"$18,000,000",2010,"$19,685,588"
"$15,160,801",And So It Goes,"$18,000,000",2014,"$17,920,013"
"$14,800,725","I Love You, Beth Cooper","$18,000,000",2009,"$16,382,538"
"$33,392,973",Halloween 2,"$15,000,000",2009,"$38,512,850"
"$32,752,215",The Last House on the Left,"$15,000,000",2009,"$46,526,243"
"$32,647,042",Because of Winn-Dixie,"$15,000,000",2005,"$33,508,485"
"$31,726,995",The Wedding Date,"$15,000,000",2005,"$47,175,038"
"$30,857,000",The Princess Bride,"$15,000,000",1987,"$30,859,628"
"$21,540,363",Just Wright,"$12,000,000",2010,"$21,867,665"
"$21,133,087",Stir of Echoes,"$12,000,000",1999,"$21,133,087"
"$21,089,146",Tales from the Crypt: Demon Knight,"$12,000,000",1995,"$21,089,146"
"$19,000,000",The Boys from Brazil,"$12,000,000",1978,"$19,000,000"
"$18,761,993",The Upside of Anger,"$12,000,000",2005,"$28,915,761"
"$8,677,425",My Life in Ruins,"$17,000,000",2009,"$20,477,425"
"$7,314,027",American Dreamz,"$17,000,000",2006,"$16,510,971"
"$7,070,641",How She Move,"$17,000,000",2008,"$8,607,815"
"$13,747,234",Blow Out,"$18,000,000",1981,"$13,747,234"
"$13,491,653",The Tailor of Panama,"$18,000,000",2001,"$27,491,653"
"$13,400,000",The Legend of the Lone Ranger,"$18,000,000",1981,"$13,400,000"
"$13,371,528",Labor Day,"$18,000,000",2014,"$14,189,810"
"$10,501,938",Getaway,"$18,000,000",2013,"$11,813,989"
"$30,259,652",Halloween: Resurrection,"$15,000,000",2002,"$37,659,652"
"$30,226,144",The Great Debaters,"$15,000,000",2007,"$30,261,293"
"$30,127,963",When the Game Stands Tall,"$15,000,000",2014,"$30,138,912"
"$30,000,000",Clash of the Titans,"$15,000,000",1981,"$44,400,000"
"$18,597,342",Aquamarine,"$12,000,000",2006,"$22,978,953"
"$17,654,912",Nebraska,"$12,000,000",2013,"$24,761,360"
"$17,321,573",My Baby's Daddy,"$12,000,000",2004,"$17,322,212"
"$17,292,381",Max Keeble's Big Move,"$12,000,000",2001,"$17,292,381"
"$16,311,571",Young Adult,"$12,000,000",2011,"$22,750,356"
"$6,855,137",Running Scared,"$17,000,000",2006,"$9,729,088"
"$4,936,819",The Apparition,"$17,000,000",2012,"$10,637,281"
"$2,694,071",Bobby Jones: Stroke of Genius,"$17,000,000",2004,"$2,694,071"
"$2,315,000",Shanghai Surprise,"$17,000,000",1986,"$2,315,000"
"$2,231,474",L'illusionniste,"$17,000,000",2010,"$8,609,949"
"$8,038,061",The Ice Storm,"$18,000,000",1997,"$16,011,975"
"$7,739,049",Being Julia,"$18,000,000",2004,"$14,488,705"
"$7,190,505",Troop Beverly Hills,"$18,000,000",1989,"$7,190,505"
"$6,734,844",Nine 1/2 Weeks,"$18,000,000",1986,"$6,734,844"
"$6,617,867",The Last Station,"$18,000,000",2010,"$15,696,146"
"$29,331,068",Confessions of a Teenage Drama Queen,"$15,000,000",2004,"$33,118,854"
"$29,145,924",The Object of my Affection,"$15,000,000",1998,"$29,145,924"
"$28,638,916",28 Weeks Later,"$15,000,000",2007,"$64,232,714"
"$28,084,357",Grosse Pointe Blank,"$15,000,000",1997,"$31,070,412"
"$27,441,122",Love and Basketball,"$15,000,000",2000,"$27,709,625"
"$2,110,050",Roar,"$17,000,000",1981,"$2,110,050"
"$1,569,918",Veronica Guerin,"$17,000,000",2003,"$9,438,074"
"$1,361,045",Genius,"$17,000,000",2016,"$7,265,283"
"$275,380",Southland Tales,"$17,000,000",2007,"$364,607"
"$6,000,000",Dragonslayer,"$18,000,000",1981,"$6,000,000"
"$5,828,466",Ed Wood,"$18,000,000",1994,"$5,828,466"
"$5,705,761",Mongol,"$18,000,000",2008,"$27,147,349"
"$5,700,626",RocknRolla,"$18,000,000",2008,"$27,794,339"
"$27,020,284",Home Again,"$15,000,000",2017,"$37,336,874"
"$26,421,314",Book of Shadows: Blair Witch 2,"$15,000,000",2000,"$47,721,314"
"$26,410,771",Boogie Nights,"$15,000,000",1997,"$43,111,725"
"$26,167,002",Ramona and Beezus,"$15,000,000",2010,"$27,469,621"
"$195,792",Escobar: Paradise Lost,"$17,000,000",2015,"$3,917,679"
$0,"Mune, le gardien de la lune","$17,000,000",2017,"$14,534,046"
$0,Chasseurs de dragons,"$17,000,000",2009,"$13,446,115"
"$19,661,987",Reign Over Me,"$20,000,000",2007,"$20,081,987"
"$19,219,250",My Best Friend's Girl,"$20,000,000",2008,"$34,787,111"
"$5,675,599",Megaforce,"$18,000,000",1982,"$5,675,599"
"$4,806,750",Mao's Last Dancer,"$18,000,000",2010,"$25,941,437"
"$4,501,094",Hamlet,"$18,000,000",1996,"$7,129,670"
"$4,438,438",The Railway Man,"$18,000,000",2014,"$23,910,210"
"$4,100,000",Restoration,"$18,000,000",1995,"$4,100,000"
"$25,018,119",The November Man,"$15,000,000",2014,"$34,820,335"
"$24,769,466",The Craft,"$15,000,000",1996,"$55,669,466"
"$23,089,926",Match Point,"$15,000,000",2005,"$87,973,835"
"$22,954,968",The Remains of the Day,"$15,000,000",1993,"$63,954,968"
$0,Damnation Alley,"$17,000,000",1977,$0
"$6,469,813",The Young Messiah,"$16,800,000",2016,"$7,313,697"
"$223,202",FUR: An Imaginary Portrait of Diane Arbus,"$16,800,000",2006,"$2,281,089"
"$18,882,880",Georgia Rule,"$20,000,000",2007,"$20,819,601"
"$18,826,490",Under the Rainbow,"$20,000,000",1981,"$18,826,490"
"$18,400,000",Ladyhawke,"$20,000,000",1985,"$18,400,000"
"$18,354,356",Into the Wild,"$20,000,000",2007,"$56,822,960"
"$3,712,282",Midnight Special,"$18,000,000",2016,"$7,680,250"
"$3,500,605",Miss Sloane,"$18,000,000",2016,"$7,719,630"
"$3,419,967",Metallica Through the Never,"$18,000,000",2013,"$9,082,906"
"$3,203,044",Anything Else,"$18,000,000",2003,"$13,203,044"
"$22,189,039",Nowhere to Run,"$15,000,000",1993,"$52,189,039"
"$21,468,807",Urban Legends: Final Cut,"$15,000,000",2000,"$38,574,362"
"$21,403,519",The Place Beyond the Pines,"$15,000,000",2013,"$47,011,449"
"$21,000,147",Flicka,"$15,000,000",2006,"$21,896,367"
"$20,804,166",The Hills Have Eyes II,"$15,000,000",2007,"$37,466,538"
"$58,011,485",My Girl,"$16,500,000",1991,"$58,011,485"
"$43,848,100",Wall Street,"$16,500,000",1987,"$43,848,100"
"$42,993,774",Sense and Sensibility,"$16,500,000",1995,"$134,993,774"
"$39,868,642",The Illusionist,"$16,500,000",2006,"$83,792,062"
"$18,253,415",Simon Birch,"$20,000,000",1998,"$18,310,591"
"$18,098,433",Pooh's Heffalump Movie,"$20,000,000",2005,"$55,686,944"
"$17,807,569",School for Scoundrels,"$20,000,000",2006,"$17,807,569"
"$17,530,219",Silent Hill: Revelation 3D,"$20,000,000",2012,"$55,975,672"
"$17,468,887",Home for the Holidays,"$20,000,000",1995,"$22,119,269"
"$2,483,790",Unforgettable,"$18,000,000",1996,"$2,483,790"
"$2,402,004",T2: Trainspotting,"$18,000,000",2017,"$42,091,262"
"$2,222,862",Das Weisse Band: Eine deutsche Kindergeschichte,"$18,000,000",2009,"$25,727,044"
"$20,591,853",Keanu,"$15,000,000",2016,"$20,688,141"
"$20,218,921",Country Strong,"$15,000,000",2010,"$20,601,987"
"$19,161,999",Tuck Everlasting,"$15,000,000",2002,"$19,344,615"
"$18,844,784",The Marine,"$15,000,000",2006,"$22,165,608"
"$17,507,368",Disturbing Behavior,"$15,000,000",1998,"$19,014,238"
"$18,663,911",Becoming Jane,"$16,500,000",2007,"$39,380,876"
"$13,005,485",House of Sand and Fog,"$16,500,000",2003,"$16,157,923"
"$11,892,415",Sydney White,"$16,500,000",2007,"$13,636,339"
$0,Arn - Tempelriddaren,"$16,500,000",2007,"$21,404,122"
"$95,860,116",Dead Poets Society,"$16,400,000",1989,"$239,500,000"
"$17,445,186",The Zookeeperâ€™s Wife,"$20,000,000",2017,"$26,308,749"
"$17,231,291",Fired Up,"$20,000,000",2009,"$18,608,570"
"$17,104,669",Kung Fu Hustle,"$20,000,000",2005,"$102,034,104"
"$16,988,996",The Country Bears,"$20,000,000",2002,"$16,988,996"
"$1,305,114",8 Million Ways to Die,"$18,000,000",1986,"$1,305,114"
"$1,034,589",Phantom,"$18,000,000",2013,"$1,199,510"
"$676,698",The Salton Sea,"$18,000,000",2002,"$676,698"
"$315,000",The Informers,"$18,000,000",2009,"$315,000"
"$17,498,804",The Big Lebowski,"$15,000,000",1998,"$46,189,568"
"$17,237,855",A Most Wanted Man,"$15,000,000",2014,"$36,068,890"
"$17,017,811",The Hurt Locker,"$15,000,000",2009,"$49,894,223"
"$16,500,786",Eye of the Beholder,"$15,000,000",2000,"$18,260,865"
"$15,634,090",The Man with the Iron Fists,"$15,000,000",2012,"$22,018,988"
"$127,175,374",Dumb & Dumber,"$16,000,000",1994,"$246,400,000"
"$92,823,546",When Harry Met Sallyâ€¦,"$16,000,000",1989,"$92,961,960"
"$68,525,609",Road Trip,"$16,000,000",2000,"$119,739,110"
"$53,977,250",The Verdict,"$16,000,000",1982,"$53,977,250"
"$10,763,469",New York Stories,"$15,000,000",1989,"$10,763,469"
"$10,513,979",Home Fries,"$15,000,000",1998,"$10,513,979"
"$16,883,115",Flatliners,"$20,000,000",2017,"$45,173,738"
"$16,574,590",Dead Silence,"$20,000,000",2007,"$20,614,661"
"$16,248,701",21 Grams,"$20,000,000",2003,"$59,667,625"
"$15,988,876",Armored,"$20,000,000",2009,"$23,661,038"
"$229,311",One Man's Hero,"$18,000,000",1999,"$229,311"
"$145,526",Carlos,"$18,000,000",2010,"$1,619,153"
"$70,644",Renaissance,"$18,000,000",2006,"$2,401,413"
$0,I Come with the Rain,"$18,000,000",2008,"$627,422"
"$15,136,870",Firestarter,"$15,000,000",1984,"$15,136,870"
"$14,998,027",Miss Bala,"$15,000,000",2019,"$15,362,298"
"$14,945,541",Killing Them Softly,"$15,000,000",2012,"$39,238,443"
"$14,249,005",Freddy Got Fingered,"$15,000,000",2001,"$14,249,005"
"$52,894,169",Varsity Blues,"$16,000,000",1999,"$54,294,169"
"$45,512,466",Moonrise Kingdom,"$16,000,000",2012,"$68,848,446"
"$44,667,095",The Artist,"$16,000,000",2011,"$128,256,712"
"$42,670,410",The Unborn,"$16,000,000",2009,"$78,208,812"
"$40,363,530",The Master of Disguise,"$16,000,000",2002,"$40,363,530"
"$10,494,147",Here on Earth,"$15,000,000",2000,"$10,845,127"
"$10,411,980",Raise Your Voice,"$15,000,000",2004,"$14,811,980"
"$9,929,135",Brazil,"$15,000,000",1985,"$9,932,146"
"$9,579,068",The Dark Half,"$15,000,000",1993,"$9,579,068"
"$15,800,078",The Kite Runner,"$20,000,000",2007,"$74,180,745"
"$15,712,072",Paparazzi,"$20,000,000",2004,"$16,612,072"
"$15,543,862",A Guy Thing,"$20,000,000",2003,"$17,430,594"
"$15,473,333",The Greatest Story Ever Told,"$20,000,000",1965,"$15,473,333"
$0,I Am Wrath,"$18,000,000",2016,"$309,608"
$0,Wolves,"$18,000,000",2014,"$94,953"
$0,Day of the Dead,"$18,000,000",2008,$0
$0,The Prince,"$18,000,000",2014,$0
$0,Forsaken,"$18,000,000",2016,$0
"$13,843,771",One Day,"$15,000,000",2011,"$59,168,692"
"$13,337,299",De-Lovely,"$15,000,000",2004,"$18,524,496"
"$13,077,184",Whip It,"$15,000,000",2009,"$18,889,972"
"$12,981,269",The Pirates Who Don't Do Anything: A VeggieTales Movie,"$15,000,000",2008,"$13,248,444"
"$39,517,763",The Texas Chainsaw Massacre: The Beginning,"$16,000,000",2006,"$50,517,763"
"$37,634,615",El Laberinto del Fauno,"$16,000,000",2006,"$87,041,569"
"$37,300,107",The Roommate,"$16,000,000",2011,"$52,545,707"
"$9,396,870",Black Snake Moan,"$15,000,000",2007,"$10,951,153"
"$9,237,470",Dark Blue,"$15,000,000",2003,"$12,262,065"
"$9,176,787",A Mighty Heart,"$15,000,000",2007,"$19,153,568"
"$15,464,026",Loser,"$20,000,000",2000,"$18,250,106"
"$15,055,091",Twilight,"$20,000,000",1998,"$15,055,091"
"$14,363,397",Capitalism: A Love Story,"$20,000,000",2009,"$19,121,531"
"$6,905,861",Red Sonja,"$17,900,000",1985,"$6,908,640"
"$49,521",Red Lights,"$17,700,000",2012,"$14,518,884"
"$121,463,226",Superbad,"$17,500,000",2007,"$169,955,142"
"$90,508,336",Madea Goes To Jail,"$17,500,000",2009,"$90,508,336"
"$12,898,847",U2 3D,"$15,000,000",2008,"$26,170,402"
"$12,801,190",Highlander: Endgame,"$15,000,000",2000,"$12,801,190"
"$12,786,053",The Founder,"$15,000,000",2017,"$24,403,192"
"$12,669,914",Idlewild,"$15,000,000",2006,"$12,669,914"
"$35,374,833",The Messengers,"$16,000,000",2007,"$53,774,833"
"$33,357,476",See Spot Run,"$16,000,000",2001,"$43,057,552"
"$29,090,445",Double Impact,"$16,000,000",1991,"$29,090,445"
"$28,734,552",Baby Boy,"$16,000,000",2001,"$28,734,552"
"$8,921,050",Brainstorm,"$15,000,000",1983,"$8,921,050"
"$8,874,389",Queen of Katwe,"$15,000,000",2016,"$10,055,481"
"$8,735,529",Whatever it Takes,"$15,000,000",2000,"$8,735,529"
"$8,586,376",Boat Trip,"$15,000,000",2003,"$14,933,713"
"$8,378,141",The Importance of Being Earnest,"$15,000,000",2002,"$8,378,141"
"$14,326,865",Lockout,"$20,000,000",2012,"$33,943,049"
"$14,190,901",Disaster Movie,"$20,000,000",2008,"$36,720,752"
"$14,011,084",What's Your Number?,"$20,000,000",2011,"$30,163,785"
"$13,801,755",The Man Who Knew Too Little,"$20,000,000",1997,"$13,801,755"
"$58,017,783",Step Up 2 the Streets,"$17,500,000",2008,"$148,586,910"
"$51,386,611",Hoodwinked,"$17,500,000",2006,"$109,843,390"
"$23,519,128",Hotel Rwanda,"$17,500,000",2004,"$36,521,223"
"$12,212,417",Confidence,"$15,000,000",2003,"$12,212,417"
"$11,660,180",Knockaround Guys,"$15,000,000",2002,"$12,419,700"
"$11,614,954",The Muse,"$15,000,000",1999,"$11,614,954"
"$27,087,695",Joe Dirt,"$16,000,000",2001,"$30,987,695"
"$26,902,075",The Women,"$16,000,000",2008,"$50,103,808"
"$23,618,786",Hot Fuzz,"$16,000,000",2007,"$81,742,618"
"$23,216,709",Vicky Cristina Barcelona,"$16,000,000",2008,"$104,504,817"
"$8,322,608",The Love Letter,"$15,000,000",1999,"$9,010,980"
"$8,117,637",Hoot,"$15,000,000",2006,"$8,224,998"
"$7,800,825",In Bruges,"$15,000,000",2008,"$34,533,783"
"$7,597,898",Promised Land,"$15,000,000",2013,"$12,394,562"
"$13,684,249",Crank 2: High Voltage,"$20,000,000",2009,"$35,472,739"
"$13,651,946",Burnt,"$20,000,000",2015,"$36,773,510"
"$13,548,322",Envy,"$20,000,000",2004,"$14,566,246"
"$19,185,184",Beerfest,"$17,500,000",2006,"$20,159,316"
"$7,018,188",Black Nativity,"$17,500,000",2013,"$7,285,135"
"$325,491",City of Ghosts,"$17,500,000",2003,"$325,491"
"$19,637,147",Vampire in Brooklyn,"$14,000,000",1995,"$19,637,147"
"$16,298,046",An American Haunting,"$14,000,000",2006,"$30,443,277"
"$11,156,471",Barney's Great Adventure,"$15,000,000",1998,"$11,156,471"
"$21,799,652",Boys and Girls,"$16,000,000",2000,"$21,799,652"
"$20,537,137",Superfly,"$16,000,000",2018,"$20,723,581"
"$19,284,974",LÃ©on,"$16,000,000",1994,"$45,284,974"
"$19,068,240",Remember Me,"$16,000,000",2010,"$56,506,120"
"$7,219,578",Mulholland Drive,"$15,000,000",2001,"$20,785,973"
"$6,708,137",Hotel Artemis,"$15,000,000",2018,"$12,758,799"
"$6,409,528",The Rocker,"$15,000,000",2008,"$8,767,338"
"$13,395,961",One Night with the King,"$20,000,000",2006,"$13,725,032"
"$13,383,747",Bullets Over Broadway,"$20,000,000",1994,"$13,383,747"
"$13,367,624",Ghost Town,"$20,000,000",2008,"$29,958,228"
"$12,987,647",The Quiet American,"$20,000,000",2002,"$26,348,203"
"$12,639,297",Triple 9,"$20,000,000",2016,"$25,943,792"
$0,Taxi 4,"$17,500,000",2007,"$60,865,364"
"$188,024,361",A Quiet Place,"$17,000,000",2018,"$334,522,294"
