domestic,name,production_budget,release_year,worldwide
"$216,648,740",Ant-Man and the Wasp,"$130,000,000",2018,"$623,144,660"
"$215,434,591",Kung Fu Panda,"$130,000,000",2008,"$631,910,531"
"$180,202,163",Ant-Man,"$130,000,000",2015,"$518,858,449"
"$177,397,510",Home,"$130,000,000",2015,"$385,997,896"
"$171,958,438",Mary Poppins Returns,"$130,000,000",2018,"$340,912,681"
"$238,679,850",Fast and Furious 6,"$160,000,000",2013,"$789,300,444"
"$200,676,069",Godzilla,"$160,000,000",2014,"$529,076,069"
"$146,408,305",X-Men: First Class,"$160,000,000",2011,"$355,408,305"
"$127,509,326",The Curious Case of Benjamin Button,"$160,000,000",2008,"$329,631,958"
"$63,150,991",The Sorcerer's Apprentice,"$160,000,000",2010,"$217,986,320"
"$155,019,340",Over the Hedge,"$80,000,000",2006,"$343,397,247"
"$147,742,630",The Secret Life of Pets 2,"$80,000,000",2019,"$299,442,630"
"$145,771,527",Lilo & Stitch,"$80,000,000",2002,"$245,800,000"
"$140,464,664",Deep Impact,"$80,000,000",1998,"$349,464,664"
"$133,668,525",Grown Ups 2,"$80,000,000",2013,"$247,023,808"
"$101,018,283",The Cat in the Hat,"$109,000,000",2003,"$133,818,283"
"$58,183,966",Ali,"$109,000,000",2001,"$87,683,966"
"$228,433,663",The Martian,"$108,000,000",2015,"$655,271,443"
"$40,098,064",Allied,"$106,000,000",2016,"$119,266,661"
"$144,801,023","I, Robot","$105,000,000",2004,"$348,629,585"
"$120,620,254",Mulan,"$90,000,000",1998,"$303,500,000"
"$110,515,313",Tropic Thunder,"$90,000,000",2008,"$191,145,256"
"$102,515,793",The Girl with the Dragon Tattoo,"$90,000,000",2011,"$239,373,970"
"$100,920,329",Contact,"$90,000,000",1997,"$165,900,000"
"$100,018,837",You Don't Mess With the Zohan,"$90,000,000",2008,"$202,910,991"
"$4,775,656",In the Name of the King: A Dungeon Siege Tale,"$60,000,000",2008,"$13,233,220"
"$4,426,297",Beyond Borders,"$60,000,000",2003,"$11,427,090"
"$709,982",Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,"$60,000,000",2016,"$194,058,503"
$0,The Ridiculous 6,"$60,000,000",2015,$0
"$73,661,010",Monster House,"$75,000,000",2006,"$141,267,370"
"$68,473,360",Vertical Limit,"$75,000,000",2000,"$213,500,000"
"$66,661,095",Charlie Wilson's War,"$75,000,000",2007,"$119,512,771"
"$64,062,587",Life,"$75,000,000",1999,"$73,521,587"
"$55,849,401",Be Cool,"$75,000,000",2005,"$94,944,017"
"$300,531,751",The Twilight Saga: Eclipse,"$68,000,000",2010,"$706,102,828"
"$118,471,320",The Sum of All Fears,"$68,000,000",2002,"$193,500,000"
"$81,476,385",Ted 2,"$68,000,000",2015,"$217,214,143"
"$71,069,884",The Score,"$68,000,000",2001,"$113,542,091"
"$45,060,734",Hall Pass,"$68,000,000",2011,"$87,173,475"
"$16,999,934",The Thing,"$38,000,000",2011,"$27,573,078"
"$16,991,902",Rock Star,"$38,000,000",2001,"$19,317,765"
"$10,229,300",White Squall,"$38,000,000",1996,"$10,229,300"
"$7,873,007",City of Ember,"$38,000,000",2008,"$17,831,558"
"$33,109,743",Striptease,"$50,000,000",1996,"$113,309,743"
"$32,746,941",Hereafter,"$50,000,000",2010,"$108,660,270"
"$31,874,869",Murder by Numbers,"$50,000,000",2002,"$56,643,267"
"$30,306,268",Assassins,"$50,000,000",1995,"$83,306,268"
"$28,848,693",Zoolander 2,"$50,000,000",2016,"$55,348,693"
"$25,031,037",Grindhouse,"$53,000,000",2007,"$50,187,789"
"$22,852,487",Beloved,"$53,000,000",1998,"$22,852,487"
"$95,720,716",Zero Dark Thirty,"$52,500,000",2012,"$134,612,435"
"$164,606,800",Catch Me if You Can,"$52,000,000",2002,"$355,612,291"
"$144,130,063",Mamma Mia!,"$52,000,000",2008,"$615,748,772"
"$100,170,152",Collateral,"$60,000,000",2004,"$217,670,152"
"$93,375,151",Cats & Dogs,"$60,000,000",2001,"$200,700,000"
"$93,354,918",Two Weeks Notice,"$60,000,000",2002,"$199,043,309"
"$90,757,863",Antz,"$60,000,000",1998,"$152,457,863"
"$90,580,000",The Scorpion King,"$60,000,000",2002,"$165,890,634"
$0,Les BronzÃ©s 3: amis pour la vie,"$42,000,000",2006,"$83,833,602"
$0,Pourquoi j'ai pas mangÃ© mon pÃ¨re,"$42,000,000",2015,"$15,451,663"
"$116,724,075",8 Mile,"$41,000,000",2002,"$245,768,384"
"$92,178,496",Rocketman,"$41,000,000",2019,"$176,805,658"
"$35,819,556",The Boy,"$10,000,000",2016,"$68,220,952"
"$35,073,978",Commando,"$10,000,000",1985,"$35,073,978"
"$34,121,140","Everything, Everything","$10,000,000",2017,"$61,603,136"
"$33,679,655",Devil,"$10,000,000",2010,"$63,354,114"
"$33,253,609",Friday After Next,"$10,000,000",2002,"$33,526,835"
"$30,199,105",The Art of War,"$40,000,000",2000,"$30,199,105"
"$29,807,260",Grudge Match,"$40,000,000",2013,"$69,807,260"
"$29,374,178",Bless the Child,"$40,000,000",2000,"$40,435,694"
"$29,077,547",Rent,"$40,000,000",2005,"$31,670,620"
"$28,544,120",The Out-of-Towners,"$40,000,000",1999,"$28,544,120"
"$16,235,738",Black Christmas,"$9,000,000",2006,"$16,235,738"
"$14,431,633",The Edge of Seventeen,"$9,000,000",2016,"$19,096,003"
"$13,960,394",Jackie,"$9,000,000",2016,"$36,588,512"
"$13,075,390",The Ice Pirates,"$9,000,000",1984,"$13,075,390"
"$32,064,800",House of Wax,"$35,000,000",2005,"$70,064,800"
"$31,598,308",From Hell,"$35,000,000",2001,"$68,712,365"
"$31,445,011",Adrift,"$35,000,000",2018,"$57,897,191"
"$30,691,439",Mirrors,"$35,000,000",2008,"$77,220,596"
"$30,353,973",Underworld: Blood Wars,"$35,000,000",2017,"$81,209,222"
"$30,014,534","I, Tonya","$11,000,000",2017,"$53,797,409"
"$27,693,292",Saw VI,"$11,000,000",2009,"$69,752,402"
"$23,978,402",Corky Romano,"$11,000,000",2001,"$25,116,103"
"$22,958,583",Fighting With My Family,"$11,000,000",2019,"$38,730,232"
"$16,170,632",Begin Again,"$8,000,000",2014,"$68,838,736"
"$15,070,285",American Psycho,"$8,000,000",2000,"$34,270,285"
"$6,543,194",I Dreamed of Africa,"$34,000,000",2000,"$14,291,999"
"$4,091",Thunder and the House of Magic,"$34,000,000",2014,"$62,582,520"
"$50,000,000",Reds,"$33,500,000",1981,"$50,000,000"
"$141,340,178",A Few Good Men,"$33,000,000",1992,"$236,500,000"
"$75,395,035",The Girl on the Train,"$45,000,000",2016,"$174,278,214"
"$71,423,726",Galaxy Quest,"$45,000,000",1999,"$90,523,726"
"$71,277,420",Scary Movie 2,"$45,000,000",2001,"$141,189,101"
"$70,141,876",Blade,"$45,000,000",1998,"$131,237,688"
"$245,439,076",Transformers: Age of Extinction,"$210,000,000",2014,"$1,104,039,076"
"$234,362,462",X-Men: The Last Stand,"$210,000,000",2006,"$459,260,946"
"$105,487,148",Robin Hood,"$210,000,000",2010,"$322,459,006"
"$218,080,025",King Kong,"$207,000,000",2005,"$550,517,357"
"$149,260,504",Puss in Boots,"$130,000,000",2011,"$554,987,477"
"$148,415,853",Megamind,"$130,000,000",2010,"$321,887,208"
"$138,540,870",Bad Boys II,"$130,000,000",2003,"$273,271,982"
"$131,538,435",Rio 2,"$130,000,000",2014,"$492,846,291"
"$118,311,368",Salt,"$130,000,000",2010,"$290,650,494"
"$60,674,817",Poseidon,"$160,000,000",2006,"$181,674,817"
"$47,225,655",Warcraft,"$160,000,000",2016,"$425,522,281"
"$61,433,527",Deepwater Horizon,"$156,000,000",2016,"$122,603,824"
"$104,386,950",The Chronicles of Narnia: The Voyage of the Dawn Treader,"$155,000,000",2010,"$418,186,950"
"$89,760,956",Terminator: Genisys,"$155,000,000",2015,"$432,150,894"
"$133,107,389",Alvin and the Chipmunks: Chipwrecked,"$80,000,000",2011,"$349,088,523"
"$130,319,208",Get Smart,"$80,000,000",2008,"$226,739,416"
"$128,200,012",Robots,"$80,000,000",2005,"$260,700,012"
"$128,012,934",Shutter Island,"$80,000,000",2010,"$299,461,782"
"$124,685,242",Something's Gotta Give,"$80,000,000",2003,"$266,685,242"
"$140,015,224",Stuart Little,"$105,000,000",1999,"$298,815,224"
"$104,400,899",The Princess and the Frog,"$105,000,000",2009,"$270,997,378"
"$94,784,201","10,000 B.C.","$105,000,000",2008,"$269,065,678"
"$64,063,008",Ice Age: Collision Course,"$105,000,000",2016,"$402,156,682"
"$6,712,451",Town & Country,"$105,000,000",2001,"$10,364,769"
"$100,012,499",Die Hard: With a Vengeance,"$90,000,000",1995,"$366,101,666"
"$93,432,655",The Magnificent Seven,"$90,000,000",2016,"$162,525,156"
"$85,886,987",Alvin and the Chipmunks: The Road Chip,"$90,000,000",2015,"$249,517,956"
"$84,052,762",Atlantis: The Lost Empire,"$90,000,000",2001,"$186,049,020"
$0,Midway,"$59,500,000",2019,$0
"$43,242,871",Sherlock Gnomes,"$59,000,000",2018,"$87,527,651"
"$16,790,790",The Kid Who Would Be King,"$59,000,000",2019,"$28,296,983"
"$363,070,709",Deadpool,"$58,000,000",2016,"$801,025,593"
"$350,126,372",American Sniper,"$58,000,000",2014,"$547,326,372"
"$47,379,090",Munich,"$75,000,000",2005,"$131,492,772"
"$47,059,963",Killers,"$75,000,000",2010,"$95,572,749"
"$45,445,109",The Man From U.N.C.L.E.,"$75,000,000",2015,"$104,949,584"
"$43,632,458",Tears of the Sun,"$75,000,000",2003,"$85,632,458"
"$42,285,169",Lady in the Water,"$75,000,000",2006,"$72,785,169"
"$35,324,232",Money Train,"$68,000,000",1995,"$77,224,232"
"$33,685,268",Dreamcatcher,"$68,000,000",2003,"$75,685,268"
"$29,762,011",Mystery Men,"$68,000,000",1999,"$33,462,011"
"$28,965,197",The Insider,"$68,000,000",1999,"$60,265,197"
"$24,449,754",Downsizing,"$68,000,000",2017,"$54,462,971"
"$6,504,442",Switchback,"$38,000,000",1997,"$6,504,442"
"$3,143,056",The Sisters Brothers,"$38,000,000",2018,"$13,133,073"
"$623,374",Texas Rangers,"$38,000,000",2001,"$623,374"
$0,Virgin Territory,"$38,000,000",2008,"$5,473,041"
"$108,235,497",The Upside,"$37,500,000",2019,"$119,024,536"
"$28,644,813",Defiance,"$50,000,000",2009,"$52,987,754"
"$27,669,725",Hannibal Rising,"$50,000,000",2007,"$80,583,311"
"$27,100,030",The Story of Us,"$50,000,000",1999,"$27,100,030"
"$26,623,701",The Host,"$50,000,000",2013,"$64,477,051"
"$26,599,248",Basic,"$50,000,000",2003,"$42,598,498"
"$118,703,275",The Break-Up,"$52,000,000",2006,"$205,727,307"
"$110,485,654",Valentine's Day,"$52,000,000",2010,"$217,569,328"
"$42,438,300",Casino,"$52,000,000",1995,"$110,400,000"
"$37,243,418",The Change-Up,"$52,000,000",2011,"$75,997,067"
"$90,380,162",Red,"$60,000,000",2010,"$196,439,693"
"$88,200,225",Starsky & Hutch,"$60,000,000",2004,"$170,200,225"
"$82,670,733",Days of Thunder,"$60,000,000",1990,"$157,670,733"
"$82,571,173",Cheaper by the Dozen 2,"$60,000,000",2005,"$135,015,330"
"$80,574,010",Eat Pray Love,"$60,000,000",2010,"$206,598,789"
"$56,083,966",A Knightâ€™s Tale,"$41,000,000",2001,"$100,622,586"
"$22,108,977",The Medallion,"$41,000,000",2003,"$22,108,977"
"$7,204,138",The Big Year,"$41,000,000",2011,"$7,684,524"
"$293,506,292",The Sixth Sense,"$40,000,000",1999,"$672,806,292"
"$33,078,266",The Second Best Exotic Marigold Hotel,"$10,000,000",2015,"$90,384,306"
"$33,000,000",The Last Dragon,"$10,000,000",1985,"$33,000,000"
"$32,149,404",How to Be a Latin Lover,"$10,000,000",2017,"$62,556,228"
"$32,100,816",The Lawnmower Man,"$10,000,000",1992,"$32,100,816"
"$28,370,522",The Nut Job 2: Nutty by Nature,"$40,000,000",2017,"$57,438,389"
"$27,682,712",The Island of Dr. Moreau,"$40,000,000",1996,"$27,682,712"
"$27,053,815",The Musketeer,"$40,000,000",2001,"$27,053,815"
"$26,844,692",Resident Evil: The Final Chapter,"$40,000,000",2017,"$314,101,190"
"$26,814,957",The Other Boleyn Girl,"$40,000,000",2008,"$78,269,970"
"$12,232,382",Breakin' All the Rules,"$9,000,000",2004,"$12,512,317"
"$11,862,398",Glee: The 3D Concert Movie,"$9,000,000",2011,"$17,462,398"
"$10,161,099",Henry V,"$9,000,000",1989,"$10,176,701"
"$7,710,234",Loving,"$9,000,000",2016,"$12,898,064"
"$30,307,804",Queen of the Damned,"$35,000,000",2002,"$30,307,804"
"$29,197,642",Nanny McPhee and the Big Bang,"$35,000,000",2010,"$97,799,865"
"$28,687,835",Untraceable,"$35,000,000",2008,"$52,649,951"
"$28,317,513",Predator 2,"$35,000,000",1990,"$54,768,418"
"$28,087,155",Abduction,"$35,000,000",2011,"$86,648,359"
"$21,171,695",Raising Cain,"$11,000,000",1992,"$21,171,695"
"$20,388,920",F.I.S.T,"$11,000,000",1978,"$20,388,920"
"$20,000,000",Barry Lyndon,"$11,000,000",1975,"$20,169,934"
"$18,388,357",Quartet,"$11,000,000",2013,"$56,178,935"
"$13,906,394",Out Cold,"$11,000,000",2001,"$14,786,394"
"$117,559,438",Big Momma's House,"$33,000,000",2000,"$173,559,438"
"$51,758,599",Exit Wounds,"$33,000,000",2001,"$79,958,599"
"$46,009,673",Mike and Dave Need Wedding Dates,"$33,000,000",2016,"$75,898,100"
"$35,074,677",Step Up Revolution,"$33,000,000",2012,"$165,552,290"
"$34,020,814",Snakes on a Plane,"$33,000,000",2006,"$62,020,814"
"$67,264,877",Coach Carter,"$45,000,000",2005,"$76,665,507"
"$67,061,228",The Bounty Hunter,"$45,000,000",2010,"$135,808,837"
"$66,790,248",Changing Lanes,"$45,000,000",2002,"$66,790,248"
"$65,598,907",Anaconda,"$45,000,000",1997,"$136,998,907"
"$62,318,875",Underworld: Evolution,"$45,000,000",2006,"$113,417,762"
"$70,107,728",The Golden Compass,"$205,000,000",2007,"$367,262,558"
"$700,059,566",Black Panther,"$200,000,000",2018,"$1,348,258,224"
"$659,363,944",Titanic,"$200,000,000",1997,"$2,208,208,395"
"$608,581,744",Incredibles 2,"$200,000,000",2018,"$1,242,520,711"
"$532,177,324",Rogue One: A Star Wars Story,"$200,000,000",2016,"$1,049,102,856"
"$101,200,044",Noah,"$130,000,000",2014,"$352,831,065"
"$77,591,831",The Adventures of Tintin,"$130,000,000",2011,"$373,993,951"
"$60,522,097",After Earth,"$130,000,000",2013,"$251,499,665"
"$49,554,002",Australia,"$130,000,000",2008,"$215,080,810"
"$33,618,855",R.I.P.D.,"$130,000,000",2013,"$79,076,678"
"$59,874,525",Pacific Rim: Uprising,"$155,000,000",2018,"$290,930,148"
"$34,297,191",Alexander,"$155,000,000",2004,"$167,297,191"
"$146,880,162",War for the Planet of the Apes,"$152,000,000",2017,"$489,592,267"
"$198,539,855",Pearl Harbor,"$151,500,000",2001,"$449,239,855"
"$319,246,193",Transformers,"$151,000,000",2007,"$708,272,592"
"$120,146,040",Four Christmases,"$80,000,000",2008,"$168,311,558"
"$112,276,146",Face/Off,"$80,000,000",1997,"$241,200,000"
"$110,101,975",Bedtime Stories,"$80,000,000",2008,"$221,468,935"
"$104,054,514",Road to Perdition,"$80,000,000",2002,"$183,354,514"
"$100,234,838",Kingsman: The Golden Circle,"$104,000,000",2017,"$408,803,696"
"$101,643,008",Gone in 60 Seconds,"$103,300,000",2000,"$232,643,008"
"$187,683,805",Gladiator,"$103,000,000",2000,"$457,683,805"
"$112,200,072",The Hangover 3,"$103,000,000",2013,"$362,000,072"
"$83,107,829",Valkyrie,"$90,000,000",2008,"$203,932,174"
"$78,765,986",Pixels,"$90,000,000",2015,"$244,041,804"
"$78,616,689",Artificial Intelligence: AI,"$90,000,000",2001,"$235,900,000"
"$75,817,994",The Haunted Mansion,"$90,000,000",2003,"$155,750,628"
"$73,209,340",Hollow Man,"$90,000,000",2000,"$191,200,000"
"$80,069,458",Goosebumps,"$58,000,000",2015,"$158,905,324"
"$53,715,611",Rambo III,"$58,000,000",1988,"$188,715,611"
"$53,458,319",Sabrina,"$58,000,000",1995,"$87,100,000"
"$49,876,377",Red Tails,"$58,000,000",2012,"$50,365,498"
"$48,318,130",Just Like Heaven,"$58,000,000",2005,"$100,687,083"
"$42,044,321",Spanglish,"$75,000,000",2004,"$54,344,321"
"$41,523,271",Bandits,"$75,000,000",2001,"$71,523,271"
"$39,251,128",Anna and the King,"$75,000,000",1999,"$39,251,128"
"$37,361,412",First Knight,"$75,000,000",1995,"$127,361,412"
"$36,392,502",Sucker Punch,"$75,000,000",2011,"$89,758,389"
"$214,030,500",Doctor Seuss' The Lorax,"$67,500,000",2012,"$350,976,753"
"$39,394,666",Body of Lies,"$67,500,000",2008,"$118,556,530"
"$37,519,139",Abraham Lincoln: Vampire Hunter,"$67,500,000",2012,"$137,489,730"
"$18,115,927",Last Man Standing,"$67,000,000",1996,"$18,115,927"
"$5,932,060",The Last Legion,"$67,000,000",2007,"$25,357,771"
"$41,152,203",What to Expect When You're Expecting,"$37,500,000",2012,"$88,473,016"
"$16,247,159",The Master,"$37,500,000",2012,"$50,647,416"
"$9,793,406",The Express,"$37,500,000",2008,"$9,813,309"
"$192,769,854",Twilight,"$37,000,000",2008,"$402,280,159"
"$150,394,119",We're the Millers,"$37,000,000",2013,"$267,816,276"
"$26,461,644",Run All Night,"$50,000,000",2015,"$66,961,644"
"$26,199,517",Blood Work,"$50,000,000",2002,"$26,199,517"
"$25,450,527",The International,"$50,000,000",2009,"$53,850,527"
"$25,426,861",Escape from L.A.,"$50,000,000",1996,"$25,426,861"
"$36,400,491",The Thin Red Line,"$52,000,000",1998,"$97,709,034"
"$34,580,635",Man on the Moon,"$52,000,000",1999,"$47,407,635"
"$24,077,427",From Paris With Love,"$52,000,000",2010,"$53,139,168"
"$23,010,607",Bulletproof Monk,"$52,000,000",2003,"$23,010,607"
"$90,570,999","Me, Myself & Irene","$51,000,000",2000,"$149,270,999"
"$80,070,736",Jack Reacher,"$60,000,000",2012,"$217,370,736"
"$77,906,816",Man on Fire,"$60,000,000",2004,"$130,968,579"
"$75,764,085",The Family Man,"$60,000,000",2000,"$124,715,863"
"$75,658,097",Contagion,"$60,000,000",2011,"$137,551,594"
"$75,530,832",Any Given Sunday,"$60,000,000",1999,"$100,230,832"
"$209,218,368",Wedding Crashers,"$40,000,000",2005,"$283,218,368"
"$176,591,618",The Karate Kid,"$40,000,000",2010,"$351,774,938"
"$167,674,727",John Wick: Chapter 3 â€” Parabellum,"$40,000,000",2019,"$313,845,041"
"$166,167,230",Fifty Shades of Grey,"$40,000,000",2015,"$570,998,101"
"$163,958,031",The Proposal,"$40,000,000",2009,"$314,709,717"
"$31,487,293",Nick and Norah's Infinite Playlist,"$10,000,000",2008,"$33,886,017"
"$31,011,616",Calendar Girls,"$10,000,000",2003,"$93,074,616"
"$30,651,422",Dogma,"$10,000,000",1999,"$43,948,865"
"$30,564,825",Slender Man,"$10,000,000",2018,"$51,723,644"
"$25,584,504",The House,"$40,000,000",2017,"$31,192,425"
"$25,288,103",Sweet November,"$40,000,000",2001,"$65,754,228"
"$25,126,214",The Reaping,"$40,000,000",2007,"$62,226,214"
"$24,827,228",Season of the Witch,"$40,000,000",2011,"$91,126,600"
"$13,592,872",The Ladies Man,"$11,000,000",2000,"$13,719,474"
"$13,558,739",Tomcats,"$11,000,000",2001,"$13,558,739"
"$33,664,370",The Punisher,"$33,000,000",2004,"$54,533,774"
"$28,946,615",The Watcher,"$33,000,000",2000,"$47,267,829"
"$17,142,080",Safe,"$33,000,000",2012,"$41,495,213"
"$11,008,770",Doomsday,"$33,000,000",2008,"$21,621,188"
"$8,408,835",Pushing Tin,"$33,000,000",1999,"$8,408,835"
"$60,786,269",Coyote Ugly,"$45,000,000",2000,"$113,916,474"
"$59,472,278",Love Actually,"$45,000,000",2003,"$248,505,300"
"$58,617,334",Jack,"$45,000,000",1996,"$58,617,334"
"$57,362,581",The Specialist,"$45,000,000",1994,"$170,362,581"
"$54,767,494",Office Christmas Party,"$45,000,000",2016,"$91,323,299"
"$486,295,561",Finding Dory,"$200,000,000",2016,"$1,021,215,193"
"$415,004,880",Toy Story 3,"$200,000,000",2010,"$1,068,879,522"
"$408,992,272",Iron Man 3,"$200,000,000",2013,"$1,215,392,272"
"$389,813,101",Guardians of the Galaxy Vol 2,"$200,000,000",2017,"$862,316,233"
"$373,524,485",Spider-Man 2,"$200,000,000",2004,"$795,110,670"
"$160,799,505",How to Train Your Dragon: The Hidden World,"$129,000,000",2019,"$519,246,496"
"$281,287,133","The Twilight Saga: Breaking Dawn, Part 1","$127,500,000",2011,"$689,420,051"
"$137,748,063",Dinosaur,"$127,500,000",2000,"$356,148,063"
"$226,277,068",Logan,"$127,000,000",2017,"$615,461,394"
"$113,746,621",Night at the Museum: Secret of the Tomb,"$127,000,000",2014,"$353,756,621"
"$412,563,408",Wonder Woman,"$150,000,000",2017,"$821,133,378"
"$400,738,009",Frozen,"$150,000,000",2013,"$1,272,469,910"
"$341,268,248",Zootopia,"$150,000,000",2016,"$1,019,429,616"
"$292,137,260",Harry Potter and the Order of the Phoenix,"$150,000,000",2007,"$943,076,457"
"$290,201,752",Harry Potter and the Goblet of Fire,"$150,000,000",2005,"$897,099,794"
"$103,028,109",Just Go With It,"$80,000,000",2011,"$214,974,953"
"$102,543,518",Daredevil,"$80,000,000",2003,"$182,782,518"
"$101,440,743",Eagle Eye,"$80,000,000",2008,"$180,585,259"
"$101,117,573",Con Air,"$80,000,000",1997,"$224,117,573"
"$100,246,011",Yogi Bear,"$80,000,000",2010,"$204,774,690"
"$100,478,608",A Wrinkle in Time,"$103,000,000",2018,"$133,401,882"
"$97,104,620",Public Enemies,"$102,500,000",2009,"$212,282,709"
"$167,365,000",Casino Royale,"$102,000,000",2006,"$594,420,283"
"$132,024,714",Minority Report,"$102,000,000",2002,"$358,824,714"
"$127,195,589",Bumblebee,"$102,000,000",2018,"$465,195,589"
"$72,708,161",The Interpreter,"$90,000,000",2005,"$162,753,837"
"$68,559,554",Percy Jackson: Sea of Monsters,"$90,000,000",2013,"$200,859,554"
"$65,653,758",Lara Croft: Tomb Raider: The Cradle of Life,"$90,000,000",2003,"$157,092,943"
"$65,075,540",Now You See Me 2,"$90,000,000",2016,"$328,325,007"
"$62,362,560",Spy Game,"$90,000,000",2001,"$143,049,560"
"$44,672,764",The Internship,"$58,000,000",2013,"$93,672,764"
"$35,231,365",The Flintstones in Viva Rock Vegas,"$58,000,000",2000,"$59,431,365"
"$31,373,938",Leatherheads,"$58,000,000",2008,"$41,348,628"
"$30,234,022",Life,"$58,000,000",2017,"$100,929,666"
"$29,580,087",Did You Hear About the Morgans?,"$58,000,000",2009,"$80,480,566"
"$34,636,443",Hostage,"$75,000,000",2005,"$77,636,443"
"$34,343,574",Inferno,"$75,000,000",2016,"$219,519,367"
"$30,207,785",Hollywood Homicide,"$75,000,000",2003,"$50,409,753"
"$22,751,979",Titan A.E.,"$75,000,000",2000,"$36,751,979"
"$21,009,180",Flight of the Phoenix,"$75,000,000",2004,"$34,009,180"
"$87,707,396",Entrapment,"$66,000,000",1999,"$211,700,000"
"$83,898,313",The X Files: Fight the Future,"$66,000,000",1998,"$189,176,423"
"$43,568,507",Need for Speed,"$66,000,000",2014,"$194,169,619"
"$216,335,085",Saving Private Ryan,"$65,000,000",1998,"$485,035,085"
"$182,805,123",What Women Want,"$65,000,000",2000,"$374,105,123"
"$109,767,581",Creed,"$37,000,000",2015,"$173,567,581"
"$92,186,262",The Town,"$37,000,000",2010,"$152,566,881"
"$72,286,779",Dolphin Tale,"$37,000,000",2011,"$96,068,724"
"$69,179,066",Game Night,"$37,000,000",2018,"$117,378,084"
"$60,355,347",Burn After Reading,"$37,000,000",2008,"$168,167,798"
"$25,195,050",Twisted,"$50,000,000",2004,"$40,119,848"
"$24,006,726",The Life Aquatic with Steve Zissou,"$50,000,000",2004,"$34,806,726"
"$23,159,305",The Iron Giant,"$50,000,000",1999,"$31,333,917"
"$21,903,748",Hellboy,"$50,000,000",2019,"$40,786,480"
"$21,596,445",Your Highness,"$50,000,000",2011,"$26,121,638"
"$72,779,000",Barnyard: The Original Party Animals,"$51,000,000",2006,"$118,583,844"
"$35,851,379",Alpha,"$51,000,000",2018,"$99,624,873"
"$35,093,569",Deck the Halls,"$51,000,000",2006,"$46,815,807"
"$62,495,645",The Adjustment Bureau,"$50,200,000",2011,"$126,931,325"
"$296,623,634",The Twilight Saga: New Moon,"$50,000,000",2009,"$687,557,727"
"$75,383,563",The Horse Whisperer,"$60,000,000",1998,"$186,883,563"
"$75,286,229",Coraline,"$60,000,000",2009,"$126,037,057"
"$74,541,707",Ladder 49,"$60,000,000",2004,"$102,332,848"
"$73,648,228",Deep Blue Sea,"$60,000,000",1999,"$165,048,228"
"$72,091,016",Michael Jackson's This Is It,"$60,000,000",2009,"$252,091,016"
"$150,117,807",American Hustle,"$40,000,000",2013,"$257,878,294"
"$138,614,544",Cheaper by the Dozen,"$40,000,000",2003,"$190,212,113"
"$126,573,960",Lucy,"$40,000,000",2014,"$457,507,776"
"$125,095,601",Lone Survivor,"$40,000,000",2013,"$149,804,632"
"$118,450,002",Back to the Future Part II,"$40,000,000",1989,"$332,000,000"
"$30,306,281",The Banger Sisters,"$10,000,000",2002,"$38,067,218"
"$30,093,107",Snatch,"$10,000,000",2000,"$83,593,107"
"$30,050,028",Road House,"$10,000,000",1989,"$30,050,028"
"$29,790,236",Teen Titans Go! To The Movies,"$10,000,000",2018,"$51,620,593"
"$29,747,603",When the Bough Breaks,"$10,000,000",2016,"$30,768,449"
"$24,172,899",Renaissance Man,"$40,000,000",1994,"$24,172,899"
"$22,772,500",Quest for Camelot,"$40,000,000",1998,"$38,172,500"
"$22,433,915",City by the Sea,"$40,000,000",2002,"$22,433,915"
"$22,365,133",At First Sight,"$40,000,000",1999,"$22,365,133"
"$21,218,403",Mechanic: Resurrection,"$40,000,000",2016,"$109,738,840"
"$4,283,255",Goal! The Dream Begins,"$33,000,000",2006,"$27,610,873"
"$176,847",The Young and Prodigious T.S. Spivet,"$33,000,000",2015,"$357,687"
"$70,958",Freaks of Nature,"$33,000,000",2015,"$70,958"
"$309,205,079",Star Wars Ep. VI: Return of the Jedi,"$32,500,000",1983,"$572,705,079"
"$169,211,718",Bridesmaids,"$32,500,000",2011,"$289,632,023"
"$53,854,588",Tin Cup,"$45,000,000",1996,"$75,854,588"
"$53,359,917","Yours, Mine and Ours","$45,000,000",2005,"$72,359,917"
"$52,842,724",Kicking and Screaming,"$45,000,000",2005,"$55,842,724"
"$51,019,112",The Hitchhiker's Guide to the Galaxy,"$45,000,000",2005,"$102,746,214"
"$50,648,679",Resident Evil: Extinction,"$45,000,000",2007,"$149,871,103"
"$334,191,110",Alice in Wonderland,"$200,000,000",2010,"$1,025,491,110"
"$304,360,277",Skyfall,"$200,000,000",2012,"$1,110,526,981"
"$268,488,329",Monsters University,"$200,000,000",2013,"$743,588,329"
"$234,770,996",Oz the Great and Powerful,"$200,000,000",2013,"$490,359,051"
"$381,193,157",Harry Potter and the Deathly Hallows: Part II,"$125,000,000",2011,"$1,341,693,157"
"$337,135,885",The Hunger Games: Mockingjay - Part 1,"$125,000,000",2014,"$766,575,131"
"$317,871,467",Harry Potter and the Sorcererâ€™s Stone,"$125,000,000",2001,"$975,047,606"
"$296,131,568",Harry Potter and the Deathly Hallows: Part I,"$125,000,000",2010,"$960,431,568"
"$217,536,138",The Da Vinci Code,"$125,000,000",2006,"$767,820,459"
